ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
DEOXYINOPHOSPHOR-RXN	deoxyinosine phosphorylase	2'-deoxyinosine[s] + phosphate[s] <=> 2-deoxy-alpha-D-ribose 1-phosphate[s] + hypoxanthine[s]	ec-code/2.4.2.1	jgi|Cocim1|354|CIMG_02566T0	-1000	1000			rhea/27753;kegg.reaction/R02748	purine deoxyribonucleosides degradation II;purine deoxyribonucleosides degradation I				2
DEOXYGUANPHOSPHOR-RXN	deoxyguanosine phosphorylase	2'-deoxyguanosine[s] + phosphate[s] <=> 2-deoxy-alpha-D-ribose 1-phosphate[s] + guanine[s]	ec-code/2.4.2.1	jgi|Cocim1|354|CIMG_02566T0	-1000	1000			rhea/27741;kegg.reaction/R01969	purine deoxyribonucleosides degradation II;purine deoxyribonucleosides degradation I				2
RXN-14671	3-dimethylallyl-4-hydroxyphenylpyruvate oxygenase	3-dimethylallyl-4-hydroxyphenylpyruvate[s] + oxygen[s] => CO2[s] + 3-dimethylallyl-4-hydroxymandelate[s]	ec-code/1.13.11.83	jgi|Cocim1|8785|CIMG_03152T0 or jgi|Cocim1|8987|CIMG_03341T0	0	1000				3-dimethylallyl-4-hydroxybenzoate biosynthesis			pubmed/12777382	2
RXN-14670	3-dimethylallyl-4-hydroxymandelate oxygenase	3-dimethylallyl-4-hydroxymandelate[s] + oxygen[s] => CO2[s] + 3-dimethylallyl-4-hydroxybenzoate[s] + H2O[s]	ec-code/1.13.12.23	jgi|Cocim1|8785|CIMG_03152T0 or jgi|Cocim1|8987|CIMG_03341T0	0	1000				3-dimethylallyl-4-hydroxybenzoate biosynthesis				2
DEOXYADENYLATE-KINASE-RXN	dAMP kinase	ATP[s] + dAMP[s] => ADP[s] + dADP[s]	ec-code/2.7.4.13;ec-code/2.7.4.11	jgi|Cocim1|399|CIMG_02525T0 or jgi|Cocim1|6644|CIMG_04815T0	0	1000			rhea/23101;kegg.reaction/R01547	purine deoxyribonucleosides salvage				2
RXN-9909	3-chlorobenzyl alcohol dehydrogenase	3-chlorobenzyl alcohol[s] + NAD+[s] => 3-chlorobenzaldehyde[s] + NADH[s] + H+[s]	ec-code/1.1.1.90	jgi|Cocim1|4764|CIMG_08906T0	0	1000				3-chlorotoluene degradation II			pubmed/1526468	2
DCMP-DEAMINASE-RXN	deoxycytidylate deaminase;dCMP deaminase	dCMP[s] + H+[s] + H2O[s] => ammonium[s] + dUMP[s]	ec-code/3.5.4.12	jgi|Cocim1|9910|CIMG_04268T0	0	1000			rhea/22925;kegg.reaction/R01663	pyrimidine deoxyribonucleotides biosynthesis from CTP				2
DCDPKIN-RXN	dCDP kinase	ATP[s] + dCDP[s] => ADP[s] + dCTP[s]	ec-code/2.7.4.6	jgi|Cocim1|3936|CIMG_06562T0	0	1000			rhea/27679;kegg.reaction/R02326	pyrimidine deoxyribonucleotides biosynthesis from CTP;pyrimidine deoxyribonucleotide phosphorylation;pyrimidine deoxyribonucleotides de novo biosynthesis IV;pyrimidine deoxyribonucleotides de novo biosynthesis I;pyrimidine deoxyribonucleotides de novo biosynthesis III;superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)				2
DAHPSYN-RXN	3-deoxy-7-phosphoheptulonate synthase;DAHP synthase	D-erythrose 4-phosphate[s] + phosphoenolpyruvate[s] + H2O[s] <=> 3-deoxy-D-arabino-heptulosonate 7-phosphate[s] + phosphate[s]	ec-code/2.5.1.54	jgi|Cocim1|6227|CIMG_04393T0 or jgi|Cocim1|7532|CIMG_09979T0	-1000	1000			rhea/14720;kegg.reaction/R01826	3-dehydroquinate biosynthesis I				2
DADPKIN-RXN	dADP kinase	ATP[s] + dADP[s] => ADP[s] + dATP[s]	ec-code/2.7.4.6	jgi|Cocim1|3936|CIMG_06562T0	0	1000			rhea/27675;kegg.reaction/R01137	adenosine deoxyribonucleotides de novo biosynthesis II;adenosine deoxyribonucleotides de novo biosynthesis;purine deoxyribonucleosides salvage				2
D-XYLULOSE-REDUCTASE-RXN	D-xylitol dehydrogenase;NAD-xylitol dehydrogenase;NAD+-dependent xylitol dehydrogenase;NAD-dependent xylitol dehydrogenase	NAD+[s] + xylitol[s] <=> D-xylulose[s] + NADH[s] + H+[s]	ec-code/1.1.1.9	jgi|Cocim1|5847|CIMG_07715T0	-1000	1000			rhea/20436;kegg.reaction/R01896	xylitol degradation				2
D-RIBULOKIN-RXN	D-ribulokinase	ATP[s] + D-ribulose[s] <=> ADP[s] + H+[s] + D-ribulose 5-phosphate[s]	ec-code/2.7.1.47	jgi|Cocim1|5083|CIMG_08527T0	-1000	1000			rhea/17604;kegg.reaction/R01526	D-arabinose degradation II;ribitol degradation				2
D-PPENTOMUT-RXN	deoxyribose 1,5-phosphomutase;phosphodeoxyribomutase	2-deoxy-alpha-D-ribose 1-phosphate[s] <=> DEOXY-RIBOSE-5P[s]	ec-code/5.4.2.7	jgi|Cocim1|7282|CIMG_05512T0	-1000	1000			rhea/27661;kegg.reaction/R02749	2'-deoxy-alpha-D-ribose 1-phosphate degradation				2
RXN-14536	2-chloroacrylate reductase	2-chloroacrylate[s] + NADPH[s] + H+[s] => (S)-2-chloropropanoate[s] + NADP+[s]	ec-code/1.3.1.103	jgi|Cocim1|8084|CIMG_09146T0	0	1000			rhea/36593	2-chloroacrylate degradation I				2
RXN-14516	tRNA-4-demethylwyosine synthase	pyruvate[s] + S-ADENOSYLMETHIONINE[s] + tRNAPhe-Containing-N1-Methylguanine-37[s] => CO2[s] + 5'-deoxyadenosine[s] + L-methionine[s] + H2O[s] + tRNAPhe-Containing-4-demethylwyosine-37[s]	ec-code/4.1.3.44	jgi|Cocim1|2920|CIMG_09814T0	0	1000			rhea/36348	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis;methylwyosine biosynthesis				2
D-ARABINOSE-1-DEHYDROGENASE-RXN	D-arabinose dehydrogenase	D-arabinofuranose[s] + NAD+[s] => D-arabinono-1,4-lactone[s] + NADH[s] + H+[s]	ec-code/1.1.1.116	jgi|Cocim1|6218|CIMG_11302T0	0	1000			rhea/20460;kegg.reaction/R01574	dehydro-D-arabinono-1,4-lactone biosynthesis				2
RXN-9845	alpha-methylacyl-CoA racemase;(25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA racemase;x racemase	(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA[s] <=> (25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA[s]	ec-code/5.1.99.4	jgi|Cocim1|3969|CIMG_06590T0	-1000	1000			kegg.reaction/R08739	bile acid biosynthesis, neutral pathway				2
CYTIKIN-RXN	cytidine kinase	ATP[s] + cytidine[s] => ADP[s] + CMP[s] + H+[s]	ec-code/2.7.1.213	jgi|Cocim1|2158|CIMG_00747T0	0	1000			rhea/24675;kegg.reaction/R00513	nucleoside and nucleotide degradation (archaea);pyrimidine ribonucleosides salvage I				2
CYTIDEAM2-RXN	cytidine deaminase	cytidine[s] + H+[s] + H2O[s] => ammonium[s] + uridine[s]	ec-code/3.5.4.5	jgi|Cocim1|617|CIMG_02312T0	0	1000			rhea/16069;kegg.reaction/R01878	pyrimidine ribonucleosides salvage I;pyrimidine ribonucleosides degradation;pyrimidine ribonucleosides salvage II				2
CYTIDEAM-RXN	2'-deoxycytidine deaminase	2'-deoxycytidine[s] + H+[s] + H2O[s] => ammonium[s] + 2'-deoxyuridine[s]	ec-code/3.5.4.5	jgi|Cocim1|617|CIMG_02312T0	0	1000			rhea/13434;kegg.reaction/R02485	pyrimidine deoxyribonucleosides degradation;pyrimidine deoxyribonucleosides salvage				2
CYSTEINE-DIOXYGENASE-RXN	cysteine dioxygenase	L-cysteine[s] + oxygen[s] => 3-sulfino-L-alanine[s] + H+[s]	ec-code/1.13.11.20	jgi|Cocim1|9556|CIMG_03912T0	0	1000			rhea/20442;kegg.reaction/R00893	taurine biosynthesis I;L-cysteine degradation I				2
CYSTATHIONINE-BETA-SYNTHASE-RXN	cystathionine beta-synthase	L-homocysteine[s] + L-serine[s] <=> L-cystathionine[s] + H2O[s]	ec-code/4.2.1.22	jgi|Cocim1|1945|CIMG_00957T0 or jgi|Cocim1|3452|CIMG_06088T0 or jgi|Cocim1|3802|CIMG_06430T0 or jgi|Cocim1|7422|CIMG_05649T0	-1000	1000			rhea/10115;kegg.reaction/R01290	homocysteine and cysteine interconversion;L-cysteine biosynthesis VI (from L-methionine);L-cysteine biosynthesis III (from L-homocysteine)				2
CYSTATHIONINE-BETA-LYASE-RXN	cystathionine beta-lyase;L-cystathionine beta-lyase	L-cystathionine[s] + H2O[s] => ammonium[s] + L-homocysteine[s] + pyruvate[s]	ec-code/4.4.1.13	jgi|Cocim1|4968|CIMG_08682T0	0	1000			rhea/13966	homocysteine and cysteine interconversion				2
CYCLOPENTANOL-DEHYDROGENASE-RXN	cyclopentanol dehydrogenase	cyclopentanol[s] + NAD+[s] <=> cyclopentanone[s] + NADH[s] + H+[s]	ec-code/1.1.1.163	jgi|Cocim1|7627|CIMG_10076T0	-1000	1000			rhea/11728;kegg.reaction/R02553					2
RXN-14431	L-histidine Nalpha-methyltransferase	L-histidine[s] + 3 S-ADENOSYLMETHIONINE[s] => 3 S-adenosyl-L-homocysteine[s] + hercynine[s] + 3 H+[s]	ec-code/2.1.1.44	jgi|Cocim1|2632|CIMG_00276T0	0	1000			rhea/38472	ergothioneine biosynthesis II (fungi);ergothioneine biosynthesis I (bacteria)			pubmed/20420449	2
RXN-14419	deoxybrevianamide F synthase;brevianamide F reverse prenyltransferase	brevianamide F[s] + dimethylallyl diphosphate[s] => deoxybrevianamide E[s] + diphosphate[s]	ec-code/2.5.1.109	jgi|Cocim1|4646|CIMG_11934T0	0	1000			rhea/35944	stephacidin A biosynthesis				2
RXN-14413	tryprostatin B 6-hydroxylase	tryprostatin B[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 6-hydroxytryprostatin B[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]	ec-code/1.14.14.118	jgi|Cocim1|6680|CIMG_04862T0	0	1000			rhea/35956	fumitremorgin C biosynthesis				2
RXN-9797	alpha-methylacyl-CoA racemase;(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA racemase;x racemase	(25S)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA[s] <=> (25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA[s]	ec-code/5.1.99.4	jgi|Cocim1|3969|CIMG_06590T0	-1000	1000			kegg.reaction/R08734	bile acid biosynthesis, neutral pathway				2
CTPSYN-RXN	CTP synthetase;CTP synthase	ATP[s] + L-glutamine[s] + UTP[s] + H2O[s] => ADP[s] + CTP[s] + L-glutamate[s] + 2 H+[s] + phosphate[s]	ec-code/6.3.4.2	jgi|Cocim1|7268|CIMG_05498T0	0	1000			rhea/26427;kegg.reaction/R00573	UTP and CTP dephosphorylation I;UTP and CTP de novo biosynthesis;UTP and CTP dephosphorylation II				2
COLCYD-RXN	4-carboxybenzyl alcohol dehydrogenase	4-carboxybenzyl alcohol[s] + NAD+[s] <=> 4-carboxybenzaldehyde[s] + NADH[s] + H+[s]	ec-code/1.1.1.M5	jgi|Cocim1|3851|CIMG_06479T0	-1000	1000				4-toluenecarboxylate degradation				2
RXN-14322	4-amino-3-methoxybenzoate:hexaprenyl-diphosphate hexaprenyltransferase	all-trans-hexaprenyl diphosphate[s] + 4-amino-3-methoxybenzoate[s] => 3-hexaprenyl-4-amino-5-methoxybenzoate[s] + diphosphate[s]	ec-code/2.5.1	jgi|Cocim1|9875|CIMG_11289T0	0	1000				ubiquinol-6 bypass biosynthesis (eukaryotic)			pubmed/22593570	2
CITSYN-RXN	citrate synthase	acetyl-CoA[s] + oxaloacetate[s] + H2O[s] => citrate[s] + coenzyme A[s] + H+[s]	ec-code/2.3.3.16;ec-code/2.3.3.1	jgi|Cocim1|3659|CIMG_06294T0 or jgi|Cocim1|7664|CIMG_10114T0	0	1000			rhea/16846;kegg.reaction/R00351;kegg.reaction/R00351	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);methylaspartate cycle;TCA cycle II (plants and fungi);TCA cycle I (prokaryotic);TCA cycle III (animals);partial TCA cycle (obligate autotrophs);TCA cycle VII (acetate-producers);TCA cycle IV (2-oxoglutarate decarboxylase);ethylene biosynthesis V (engineered);glyoxylate cycle;L-glutamine biosynthesis III;mixed acid fermentation;TCA cycle VIII (helicobacter)				2
RXN-14320	vanillate:hexaprenyl-diphosphate hexaprenyltransferase	all-trans-hexaprenyl diphosphate[s] + vanillate[s] => 3-methoxy-4-hydroxy-5-all-trans-hexaprenylbenzoate[s] + diphosphate[s]	ec-code/2.5.1	jgi|Cocim1|9875|CIMG_11289T0	0	1000				ubiquinol-6 bypass biosynthesis (eukaryotic)			pubmed/22593570	2
RXN-14319	3,4-dihydroxybenzoate:hexaprenyl-diphosphate hexaprenyltransferaase	protocatechuate[s] + all-trans-hexaprenyl diphosphate[s] => 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate[s] + diphosphate[s]	ec-code/2.5.1	jgi|Cocim1|9875|CIMG_11289T0	0	1000				ubiquinol-6 bypass biosynthesis (eukaryotic)			pubmed/22593570	2
RXN-14298	2-hexaprenyl-3-methyl-6-methoxyaminophenol deaminase/hydroxylase	2-hexaprenyl-3-methyl-6-methoxyaminophenol[s] + oxygen[s] + 5 H+[s] + 4 Reduced-ferredoxins[s] => 6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + ammonium[s] + 4 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15	jgi|Cocim1|2273|CIMG_00622T0	0	1000				ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)			pubmed/22593570	2
RXN-14297	2-hexaprenyl-6-methoxyaminophenol deaminase/hydroxylase	2-hexaprenyl-6-methoxyaminophenol[s] + oxygen[s] + 5 H+[s] + 4 Reduced-ferredoxins[s] => 2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol[s] + ammonium[s] + 4 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15	jgi|Cocim1|2273|CIMG_00622T0	0	1000				ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)			pubmed/22593570	2
RXN-14296	2-hexaprenyl-6-methoxyaminophenol C-methyltransferase	2-hexaprenyl-6-methoxyaminophenol[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + 2-hexaprenyl-3-methyl-6-methoxyaminophenol[s] + H+[s]	ec-code/2.1.1.201	jgi|Cocim1|1542|CIMG_01356T0	0	1000				ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)			pubmed/22593570	2
RXN-14292	3-hexaprenyl-4-aminobenzoate monooxygenase	3-hexaprenyl-4-aminobenzoate[s] + oxygen[s] + 2 H+[s] + 2 Reduced-ferredoxins[s] => 3-hexaprenyl-4-amino-5-hydroxybenzoate[s] + 2 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15.M57	jgi|Cocim1|2273|CIMG_00622T0	0	1000				ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)			pubmed/22593570	2
RXN-14291	4-aminobenzoate:hexaprenyl-diphosphate hexaprenyltransferase	all-trans-hexaprenyl diphosphate[s] + 4-aminobenzoate[s] => 3-hexaprenyl-4-aminobenzoate[s] + diphosphate[s]	ec-code/2.5.1	jgi|Cocim1|9875|CIMG_11289T0	0	1000				ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast)			pubmed/22593570	2
CHORISMATEMUT-RXN	chorismate mutase	chorismate[s] <=> prephenate[s]	ec-code/5.4.99.5	jgi|Cocim1|2983|CIMG_09747T0	-1000	1000			rhea/13900;kegg.reaction/R01715	L-tyrosine biosynthesis I;bacilysin biosynthesis;L-tyrosine biosynthesis II;L-phenylalanine biosynthesis I;salinosporamide A biosynthesis;L-tyrosine biosynthesis III;L-phenylalanine biosynthesis II				2
CHORISMATE-SYNTHASE-RXN	chorismate synthase	5-enolpyruvoyl-shikimate 3-phosphate[s] => chorismate[s] + phosphate[s]	ec-code/4.2.3.5	jgi|Cocim1|9671|CIMG_04030T0	0	1000			rhea/21021;kegg.reaction/R01714	chorismate biosynthesis from 3-dehydroquinate				2
CHOLINE-SULFATASE-RXN	choline sulfatase	choline sulfate[s] + H2O[s] => choline[s] + H+[s] + sulfate[s]	ec-code/3.1.6.6	jgi|Cocim1|5170|CIMG_08449T0	0	1000			rhea/20820;kegg.reaction/R01028	choline-O-sulfate degradation				2
CHOLINE-OXIDASEII-RXN	betaine aldehyde oxidase	betaine aldehyde[s] + oxygen[s] + H2O[s] => glycine betaine[s] + hydrogen peroxide[s] + H+[s]		jgi|Cocim1|6245|CIMG_04413T0	0	1000			kegg.reaction/R08211;rhea/20372	choline degradation II				2
CHOLINE-OXIDASE-RXN	choline oxidase	choline[s] + oxygen[s] => betaine aldehyde[s] + hydrogen peroxide[s]		jgi|Cocim1|6245|CIMG_04413T0	0	1000			rhea/13506;kegg.reaction/R01022	choline degradation II				2
RXN-14250	sphinganine C4-monooxygenase;dihydroceramide C4-hydroxylase;sphingolipid 4-monooxygenase	CPD3DJ-82[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + Phytoceramides[s] + H2O[s]	ec-code/1.14.18.5	jgi|Cocim1|1686|CIMG_01209T0	0	1000			rhea/33532	sphingolipid biosynthesis (plants)				2
RXN-969	glycolate oxidase	glycolate[s] + oxygen[s] => glyoxylate[s] + hydrogen peroxide[s]	ec-code/1.1.3.15	jgi|Cocim1|8803|CIMG_03167T0	0	1000			rhea/25312;kegg.reaction/R00475	photorespiration				2
RXN-9669	oleoyl-lipid 12-desaturase;fatty acid desaturase	2 FERROCYTOCHROME-B5[s] + oxygen[s] + Oleoyl-lipid[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + Linoleoyl-groups[s] + 2 H2O[s]	ec-code/1.14.19.22	jgi|Cocim1|4244|CIMG_06871T0	0	1000			rhea/46333	linoleate biosynthesis I (plants)				2
CERAMIDASE-RXN	N-acylsphingosine amidohydrolase;N-acylsphingosine amidohydrolase (alkaline ceramidase)	N-Acylsphingosine[s] + H2O[s] => Fatty-Acids[s] + sphingosine[s]	ec-code/3.5.1.23	jgi|Cocim1|9619|CIMG_03981T0	0	1000			rhea/20857;kegg.reaction/R01493	sphingosine and sphingosine-1-phosphate metabolism				2
RXN-14172	hexanoyl-CoA synthetase;hexanoate-CoA ligase	ATP[s] + coenzyme A[s] + hexanoate[s] => AMP[s] + hexanoyl-CoA[s] + diphosphate[s]	ec-code/6.2.1.2	jgi|Cocim1|9497|CIMG_03853T0	0	1000				cannabinoid biosynthesis			pubmed/22353623	2
CDPKIN-RXN	CDP kinase	ATP[s] + CDP[s] => ADP[s] + CTP[s]	ec-code/2.7.4.6	jgi|Cocim1|3936|CIMG_06562T0	0	1000			rhea/25238;kegg.reaction/R00570	CMP phosphorylation				2
CDPDIGLYSYN-RXN	phosphatidate cytidylyltransferase;CTP:phosphatidate cytidyltransferase;CDP-diacylglycerol synthase	CTP[s] + L-PHOSPHATIDATE[s] + H+[s] => CDPDIACYLGLYCEROL[s] + diphosphate[s]	ec-code/2.7.7.41	jgi|Cocim1|471|CIMG_02451T0	0	1000			rhea/16230;kegg.reaction/R01799	type I lipoteichoic acid biosynthesis (S. aureus);CDP-diacylglycerol biosynthesis II;CDP-diacylglycerol biosynthesis III;CDP-diacylglycerol biosynthesis I				2
CATAL-RXN	catalase	2 hydrogen peroxide[s] => oxygen[s] + 2 H2O[s]	ec-code/1.11.1.6;ec-code/1.11.1.21	jgi|Cocim1|6170|CIMG_04336T0 or jgi|Cocim1|7708|CIMG_10158T0	0	1000			rhea/20310;kegg.reaction/R00009	reactive oxygen species degradation;superoxide radicals degradation;methanol oxidation to formaldehyde IV				2
RXN-14116	1-pyrroline-5-carboxylate dehydrogenase;Delta1-pyrroline-5-carboxylate dehydrogenase;L-glutamate gamma-semialdehyde dehydrogenase	L-glutamate-5-semialdehyde[s] + NAD+[s] + H2O[s] => L-glutamate[s] + NADH[s] + 2 H+[s]	ec-code/1.2.1.88	jgi|Cocim1|4298|CIMG_06927T0	0	1000			kegg.reaction/R00245;rhea/30236	L-proline degradation;ethylene biosynthesis II (microbes);L-arginine degradation I (arginase pathway)				2
CARNDETRU-RXN	crotonobetainyl-CoA hydratase	L-carnitinyl-CoA[s] <=> crotonobetainyl-CoA[s] + H2O[s]	ec-code/4.2.1.149	jgi|Cocim1|2259|CIMG_00636T0 or jgi|Cocim1|3788|CIMG_11744T0	-1000	1000			rhea/28341	L-carnitine degradation I				2
CARBOXYLESTERASE-RXN	carboxylesterase;carboxylic ester hydrolase	Carboxylic-esters[s] + H2O[s] => Alcohols[s] + Carboxylates[s] + H+[s]	ec-code/3.1.1.1	jgi|Cocim1|4411|CIMG_07060T0	0	1000			rhea/21165;kegg.reaction/R00630					2
CARBODEHYDRAT-RXN	carbonic anhydrase	carbonic acid[s] <=> CO2[s] + H2O[s]	ec-code/4.2.1.1	jgi|Cocim1|1357|CIMG_01537T0	-1000	1000			kegg.reaction/R00132;rhea/10751					2
RXN-9584	3,4-dideosy-4-amino-D-arabino-heptulosonate 7-phosphate synthase	1-deoxy-1-imino-D-erythrose 4-phosphate[s] + phosphoenolpyruvate[s] + H2O[s] => 3,4-dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate[s] + phosphate[s]	ec-code/2.5.1	jgi|Cocim1|5292|CIMG_08302T0	0	1000			kegg.reaction/R06591	3-amino-5-hydroxybenzoate biosynthesis				2
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	valine transaminase;L-valine:2-oxoglutarate aminotransferase;branched chain amino acid transaminase	2-oxoglutarate[s] + L-valine[s] <=> 3-methyl-2-oxobutanoate[s] + L-glutamate[s]	ec-code/2.6.1.42	jgi|Cocim1|9842|CIMG_04203T0	-1000	1000			rhea/24816;kegg.reaction/R01214	L-valine degradation I;L-valine biosynthesis;L-alanine biosynthesis I;L-valine degradation II				2
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	L-leucine:2-oxoglutarate aminotransferase;leucine aminotransferase;leucine transaminase	2-oxoglutarate[s] + L-leucine[s] <=> 4-methyl-2-oxopentanoate[s] + L-glutamate[s]	ec-code/2.6.1.6;ec-code/2.6.1.42	jgi|Cocim1|9842|CIMG_04203T0	-1000	1000			rhea/18324;kegg.reaction/R01090	L-leucine degradation IV (Stickland reaction);L-leucine biosynthesis;L-leucine degradation I;L-leucine degradation III				2
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	branched-chain-amino-acid aminotransferase;isoleucine transaminase;L-isoleucine:2-oxoglutarate aminotransferase	2-oxoglutarate[s] + L-isoleucine[s] <=> (S)-3-methyl-2-oxopentanoate[s] + L-glutamate[s]	ec-code/2.6.1.42	jgi|Cocim1|9842|CIMG_04203T0	-1000	1000			rhea/24804;kegg.reaction/R02199	L-isoleucine biosynthesis V;L-isoleucine biosynthesis I (from threonine);L-isoleucine degradation I;L-isoleucine biosynthesis II;L-isoleucine biosynthesis IV;L-isoleucine biosynthesis III;L-isoleucine degradation II				2
RXN-14024	nucleoside triphosphate diphosphohydrolase;nucleoside triphosphate phosphatase;nucleoside triphosphate phosphohydrolase	Nucleoside-Triphosphates[s] + 2 H2O[s] => Nucleoside-Monophosphates[s] + 2 H+[s] + 2 phosphate[s]	ec-code/3.6.1.5	jgi|Cocim1|2218|CIMG_00679T0	0	1000			rhea/36796					2
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	beta-cyclopiazonate oxidocyclase;beta-cyclopiazonate oxidocyclase V;beta-cyclopiazonate oxidocyclase IV;beta-cyclopiazonate oxidocyclase III	Acceptor[s] + beta-cyclopiazonate[s] => alpha-cyclopiazonate[s] + Donor-H2[s]	ec-code/1.21.99.1	jgi|Cocim1|6336|CIMG_11329T0	0	1000			rhea/14526;kegg.reaction/R04080	alpha-cyclopiazonate biosynthesis				2
BENZYL-ALC-DEHYDROGENASE-RXN	benzyl alcohol dehydrogenase	benzyl alcohol[s] + NAD+[s] <=> benzaldehyde[s] + NADH[s] + H+[s]	ec-code/1.1.1.90	jgi|Cocim1|4764|CIMG_08906T0	-1000	1000			kegg.reaction/R01763	salicin biosynthesis;salicortin biosynthesis;toluene degradation to benzoate			pubmed/[8496150]	2
RXN-9492	versiconal acetate synthase	versicolorone[s] + NADPH[s] + oxygen[s] + H+[s] => versiconol acetate[s] + NADP+[s] + H2O[s]		jgi|Cocim1|6677|CIMG_04859T0 or jgi|Cocim1|7649|CIMG_10099T0 or jgi|Cocim1|9802|CIMG_04162T0	0	1000			rhea/35708	versicolorin B biosynthesis				2
BENZOATE-4-MONOOXYGENASE-RXN	benzoate 4-monooxygenase	benzoate[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 4-hydroxybenzoate[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]	ec-code/1.14.14.92	jgi|Cocim1|8044|CIMG_09108T0	0	1000			rhea/18033;kegg.reaction/R01295					2
RXN-9487	versiconal hemiacetal acetate synthase	hydroxyversicolorone[s] + NADPH[s] + oxygen[s] + H+[s] => versiconal hemiacetal acetate[s] + NADP+[s] + H2O[s]		jgi|Cocim1|6677|CIMG_04859T0 or jgi|Cocim1|7649|CIMG_10099T0 or jgi|Cocim1|9802|CIMG_04162T0	0	1000			rhea/35704	versicolorin B biosynthesis				2
RXN-9482	(1'S,5'R)-hydroxyaverantin synthase	(1'S)-averantin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => (1'S,5'R)-hydroxyaverantin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]	ec-code/1.14.14.116	jgi|Cocim1|2912|CIMG_09823T0	0	1000			rhea/35576	(1'S,5'S)-averufin biosynthesis			pubmed/8368836	2
RXN-13945	hydroperoxylinolenate reductase	13(S)-HPOTE[s] + NADPH[s] + H+[s] => 13(S)-HOT[s] + NADP+[s] + H2O[s]	ec-code/1.11.1	jgi|Cocim1|3100|CIMG_09619T0	0	1000							pubmed/11418106	2
BADH-RXN	betaine aldehyde dehydrogenase	betaine aldehyde[s] + NAD+[s] + H2O[s] <=> glycine betaine[s] + NADH[s] + 2 H+[s]	ec-code/1.2.1.8	jgi|Cocim1|6243|CIMG_04412T0	-1000	1000			rhea/30070;rhea/15305;kegg.reaction/R02565	choline degradation IV;glycine betaine biosynthesis III (plants);choline degradation I;glycine betaine biosynthesis II (Gram-positive bacteria);glycine betaine biosynthesis I (Gram-negative bacteria)				2
RXN-9481	(1'S,5'S)-hydroxyaverantin synthase	(1'S)-averantin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => (1'S,5'S)-hydroxyaverantin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]	ec-code/1.14.14.116	jgi|Cocim1|2912|CIMG_09823T0	0	1000			rhea/35572	(1'S,5'S)-averufin biosynthesis				2
