"rxnID"	"Occur_num"	"formula"	"EC"	"keggID"	"biocycID"	"annote_method"
"MNXR104539"	331	"1 `diphosphate` + 1 `squalene` + 1 `NADP(+)` = 1 `H(+)` + 1 `presqualene diphosphate` + 1 `NADPH`"	"1.3.1.96;2.5.1.21"	"kegg:R02872"	"RXN-13724"	"MNX"
"MNXR107828"	313	"1 `NH4(+)` + 1 `N-methylhydantoin` = 1 `H(+)` + 1 `creatinine` + 1 `H2O`"	"3.5.4.1;3.5.4.21"	"kegg:R02922"	"CREATININE-DEAMINASE-RXN"	"MNX"
"MNXR100250"	101	"1 `H(+)` + 1 `L-gulonate` = 1 `H2O` + 1 `L-gulono-1,4-lactone`"	"3.1.1.17;3.1.1.25"	"kegg:R02933"	"RXN-8783"	"MNX"
"MNXR107839"	332	"2 `H(+)` + 1 `NADH` + 1 `propynoate` = 1 `H2O` + 1 `prop-2-ynal` + 1 `NAD(+)`"	"1.2.1.3"	"kegg:R02940"	"RXN-14224"	"MNX"
"MNXR107844"	235	"1 `H(+)` + 1 `NADH` + 1 `(R)-acetoin` = 1 `(R,R)-butane-2,3-diol` + 1 `NAD(+)`"	"1.1.1.4"	"kegg:R02946"	"RR-BUTANEDIOL-DEHYDROGENASE-RXN"	"MNX"
"MNXR95753"	332	"1 `D-glucurono-6,3-lactone` + 2 `H2O` + 1 `NAD(+)` = 3 `H(+)` + 1 `NADH` + 1 `D-glucarate`"	"1.2.1.3"	"kegg:R02957"	"RXN-14225"	"MNX"
"MNXR95885"	328	"1 `(R)-pantetheine` + 1 `ATP` = 1 `H(+)` + 1 `D-pantetheine 4'-phosphate` + 1 `ADP`"	"2.7.1.33;2.7.1.34"	"kegg:R02971"	"PANTETHEINE-KINASE-RXN"	"MNX"
"MNXR104439"	330	"1 `H(+)` + 1 `sphinganine 1-phosphate` + 1 `ADP` = 1 `ATP` + 1 `sphinganine`"	"2.7.1.91"	"kegg:R02976"	"SPHINGANINE-KINASE-RXN"	"MNX"
"MNXR107868"	229	"1 `(R)-prunasin` + 1 `D-glucose` = 1 `H2O` + 1 `(R)-amygdalin`"	"3.2.1.117;3.2.1.21"	"kegg:R02985"	"AMYGDALIN-BETA-GLUCOSIDASE-RXN"	"MNX"
"MNXR101978"	332	"1 `diphosphate` + 1 `deamido-NAD(+)` = 1 `H(+)` + 1 `nicotinate beta-D-ribonucleotide` + 1 `ATP`"	"2.7.7.1;2.7.7.18"	"kegg:R03005"	"NICONUCADENYLYLTRAN-RXN"	"MNX"
"MNXR107887"	329	"1 `L-histidinol` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `L-histidinal`"	"1.1.1.23"	"kegg:R03012"	"HISTOLDEHYD-RXN"	"MNX"
"MNXR100642"	328	"1 `L-histidinol` + 1 `phosphate` = 1 `L-histidinol phosphate` + 1 `H2O`"	"3.1.3.15"	"kegg:R03013"	"HISTIDPHOS-RXN"	"MNX"
"MNXR103050"	331	"1 `H(+)` + 1 `(R)-4'-phosphopantothenate` + 1 `ADP` = 1 `ATP` + 1 `(R)-pantothenate`"	"2.7.1.33"	"kegg:R03018"	"PANTOTHENATE-KIN-RXN"	"MNX"
"MNXR97883"	94	"1 `H2O` + 1 `(2E)-butenoyl-CoA` = 1 `(3S)-hydroxybutanoyl-CoA`"	"4.2.1.150;4.2.1.17;4.2.1.55"	"kegg:R03026"	"RXN-11667"	"MNX"
"MNXR95892"	324	"1 `diphosphate` + 1 `3'-dephospho-CoA` = 1 `H(+)` + 1 `ATP` + 1 `D-pantetheine 4'-phosphate`"	"2.7.7.3"	"kegg:R03035"	"PANTEPADENYLYLTRAN-RXN"	"MNX"
"MNXR100691"	197	"1 `3-hydroxypropanoyl-CoA` = 1 `H2O` + 1 `acryloyl-CoA`"	"4.2.1.116;4.2.1.17"	"kegg:R03045"	"RXN-6383"	"MNX"
"MNXR107919"	306	"1 `H2O` + 1 `leukotriene A4` = 1 `leukotriene B4`"	"3.3.2.6"	"kegg:R03057"	"LEUKOTRIENE-A4-HYDROLASE-RXN"	"MNX"
"MNXR107926"	331	"1 `H2O` + 1 `7,8-dihydropteroate` = 1 `4-aminobenzoate` + 1 `6-hydroxymethyl-7,8-dihydropterin`"	"2.5.1;2.5.1.15"	"kegg:R03066"	"RXN-14226"	"MNX"
"MNXR97439"	331	"1 `(7,8-dihydropterin-6-yl)methyl diphosphate` + 1 `4-aminobenzoate` = 1 `diphosphate` + 1 `7,8-dihydropteroate`"	"2.5.1.15"	"kegg:R03067"	"H2PTEROATESYNTH-RXN"	"MNX"
"MNXR97447"	330	"1 `7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate` = 1 `3-dehydroquinate` + 1 `phosphate`"	"4.2.3.4"	"kegg:R03083"	"3-DEHYDROQUINATE-SYNTHASE-RXN"	"MNX"
"MNXR97449"	331	"1 `H2O` + 1 `3-dehydroshikimate` = 1 `3-dehydroquinate`"	"4.2.1.10"	"kegg:R03084"	"3-DEHYDROQUINATE-DEHYDRATASE-RXN"	"MNX"
"MNXR95814"	305	"1 `NH4(+)` + 1 `(indol-3-yl)acetate` = 1 `H2O` + 1 `indole-3-acetamide`"	"3.5.1.4"	"kegg:R03096"	"RXNN-404"	"MNX"
"MNXR107977"	287	"1 `NH4(+)` + 1 `H2O2` + 1 `3-aminopropanal` = 1 `H2O` + 1 `propane-1,3-diamine` + 1 `O2`"	"1.4.3.21;1.4.3.22"	"kegg:R03139"	"RXN-6381"	"MNX"
"MNXR94900"	323	"1 `3-hydroxypropanoyl-CoA` + 1 `H2O` = 1 `H(+)` + 1 `CoA` + 1 `3-hydroxypropanoate`"	"3.1.2.4"	"kegg:R03158"	"RXN-6384"	"MNX"
"MNXR95812"	305	"1 `4-guanidinobutanoate` + 1 `NH4(+)` = 1 `H2O` + 1 `4-guanidinobutanamide`"	"3.5.1.4"	"kegg:R03180"	"GUANIDINOBUTANAMIDE-NH3-RXN"	"MNX"
"MNXR105137"	326	"2 `S-adenosyl-L-methionine` + 1 `uroporphyrinogen III` = 1 `H(+)` + 2 `S-adenosyl-L-homocysteine` + 1 `precorrin-2`"	"2.1.1.107"	"kegg:R03194"	"RXN-13403"	"MNX"
"MNXR105140"	331	"4 `CO2` + 1 `coproporphyrinogen III` = 4 `H(+)` + 1 `uroporphyrinogen III`"	"4.1.1.37"	"kegg:R03197"	"UROGENDECARBOX-RXN"	"MNX"
"MNXR101117"	331	"1 `(S)-2,3-epoxysqualene` = 1 `lanosterol`"	"5.4.99.7"	"kegg:R03199"	"LANOSTEROL-SYNTHASE-RXN"	"MNX"
"MNXR96880"	332	"2 `CO2` + 2 `H2O` + 1 `protoporphyrinogen IX` = 2 `H(+)` + 1 `O2` + 1 `coproporphyrinogen III`"	"1.3.3.3"	"kegg:R03220"	"RXN0-1461"	"MNX"
"MNXR103132"	324	"3 `H2O2` + 1 `protoporphyrin IX` = 1 `protoporphyrinogen IX` + 3 `O2`"	"1.3.3.4"	"kegg:R03222"	"PROTOPORGENOXI-RXN"	"MNX"
"MNXR104908"	311	"1 `diphosphate` + 1 `thiamine phosphate` = 1 `H(+)` + 1 `4-amino-2-methyl-5-(diphosphonooxymethyl)pyrimidine` + 1 `4-methyl-5-(2-phosphonooxyethyl)-thiazole`"	"2.5.1.3"	"kegg:R03223"	"THI-P-SYN-RXN"	"MNX"
"MNXR102509"	329	"1 `H(+)` + 1 `D-tagatofuranose 1,6-bisphosphate` + 1 `ADP` = 1 `ATP` + 1 `D-tagatofuranose 6-phosphate`"	"2.7.1.11;2.7.1.144;2.7.1.56"	"kegg:R03236"	"TAGAKIN-RXN"	"MNX"
"MNXR95852"	327	"1 `3-(imidazol-4-yl)-2-oxopropyl phosphate` + 1 `L-glutamate` = 1 `L-histidinol phosphate` + 1 `2-oxoglutarate`"	"2.6.1.9"	"kegg:R03243"	"HISTAMINOTRANS-RXN"	"MNX"
"MNXR103043"	327	"1 `ATP` + 1 `(R)-5-phosphomevalonate` = 1 `(R)-5-diphosphomevalonate` + 1 `ADP`"	"2.7.4.2"	"kegg:R03245"	"PHOSPHOMEVALONATE-KINASE-RXN"	"MNX"
"MNXR104380"	303	"1 `H(+)` + 1 `succinate` + 1 `L-cystathionine` = 1 `L-cysteine` + 1 `O-succinyl-L-homoserine`"	"2.5.1.48"	"kegg:R03260"	"O-SUCCHOMOSERLYASE-RXN"	"MNX"
"MNXR103098"	331	"1 `CO2` + 1 `D-pantetheine 4'-phosphate` = 1 `H(+)` + 1 `N-[(R)-4-phosphopantothenoyl]-L-cysteine`"	"4.1.1.36"	"kegg:R03269"	"P-PANTOCYSDECARB-RXN"	"MNX"
"MNXR108074"	332	"2 `H(+)` + 1 `NADH` + 1 `4-(trimethylamino)butanoate` = 1 `H2O` + 1 `NAD(+)` + 1 `4-(trimethylamino)butanal`"	"1.2.1.3;1.2.1.47"	"kegg:R03283"	"1.2.1.47-RXN"	"MNX"
"MNXR94831"	331	"1 `3,4-dihydroxyphenylacetaldehyde` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `3,4-dihydroxyphenylacetate`"	"1.2.1.29;1.2.1.3;1.2.1.5"	"kegg:R03300"	"RXN6666-5"	"MNX"
"MNXR99896"	332	"1 `H(+)` + 1 `L-gamma-glutamyl phosphate(2-)` + 1 `NADPH` = 1 `L-glutamate 5-semialdehyde` + 1 `NADP(+)` + 1 `phosphate`"	"1.2.1.41"	"kegg:R03313"	"GLUTSEMIALDEHYDROG-RXN"	"MNX"
"MNXR108088"	268	"1 `H(+)` + 1 `pseudouridine 5'-phosphate` + 1 `ADP` = 1 `ATP` + 1 `pseudouridine`"	"2.7.1.83"	"kegg:R03315"	"PSEUDOURIDINE-KINASE-RXN"	"MNX"
"MNXR102027"	331	"1 `beta-D-ribosylnicotinate` + 1 `phosphate` = 1 `nicotinate beta-D-ribonucleotide` + 1 `H2O`"	"3.1.3.-;3.1.3.5"	"kegg:R03346"	"RXN-14227"	"MNX"
"MNXR108141"	264	"1 `1D-myo-inositol 1,4-bisphosphate` + 1 `H2O` = 1 `1D-myo-inositol 4-phosphate` + 1 `phosphate`"	"3.1.3.57"	"kegg:R03393"	"3.1.3.57-RXN"	"MNX"
"MNXR100099"	305	"1 `guanosine 3'-diphosphate 5'-triphosphate` + 1 `H2O` = 1 `H(+)` + 1 `guanosine 3',5'-bis(diphosphate)` + 1 `phosphate`"	"3.6.1.11;3.6.1.40"	"kegg:R03409"	"PPPGPPHYDRO-RXN"	"MNX"
"MNXR103445"	330	"1 `S-adenosyl-L-methionine` + 1 `phosphatidyl-N-methylethanolamine` = 1 `H(+)` + 1 `S-adenosyl-L-homocysteine` + 1 `phosphatidyldi-N-methylethanolamine_tomerge`"	"2.1.1.103;2.1.1.16;2.1.1.71"	"kegg:R03424"	"2.1.1.71-RXN"	"MNX"
"MNXR108161"	264	"1 `1D-myo-inositol 3,4-biphosphate` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 1,3,4-trisphosphate`"	"3.1.3.57"	"kegg:R03427"	"RXN-10939"	"MNX"
"MNXR108168"	303	"1 `H(+)` + 1 `1D-myo-inositol 1,4,5-trisphosphate` + 1 `a 1,2-diacyl-sn-glycerol` = 1 `H2O` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)`"	"3.1.4.11"	"kegg:R03435"	"3.1.4.11-RXN"	"MNX"
"MNXR108169"	328	"1 `1-O-alkyl-sn-glycero-3-phosphocholine` + 1 `acetyl-CoA` = 1 `CoA` + 1 `1-O-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine`"	"2.3.1.67"	"kegg:R03437"	"2.3.1.67-RXN"	"MNX"
"MNXR95530"	330	"1 `2-acetamido-5-oxopentanoate` + 1 `NADP(+)` + 1 `phosphate` = 1 `H(+)` + 1 `N-acetyl-L-gamma-glutamyl phosphate(3-)` + 1 `NADPH`"	"1.2.1.38"	"kegg:R03443"	"N-ACETYLGLUTPREDUCT-RXN"	"MNX"
"MNXR108174"	332	"1 `homocitrate(3-)` = 1 `H2O` + 1 `cis-homoaconitate`"	"4.2.1.-;4.2.1.114"	"kegg:R03444"	"RXN3O-1983"	"MNX"
"MNXR108181"	245	"1 `CO2` + 1 `succinate` + 1 `3-hydroxy-N(6),N(6),N(6)-trimethyl-L-lysine` = 1 `N(6),N(6),N(6)-trimethyl-L-lysine` + 1 `2-oxoglutarate` + 1 `O2`"	"1.14.11.8"	"kegg:R03451"	"TRIMETHYLLYSINE-DIOXYGENASE-RXN"	"MNX"
"MNXR103226"	330	"1 `3-phosphoshikimate` + 1 `phosphoenolpyruvate` = 1 `5-O-(1-carboxyvinyl)-3-phosphoshikimate` + 1 `phosphate`"	"2.5.1.19"	"kegg:R03460"	"2.5.1.19-RXN"	"MNX"
"MNXR102789"	328	"1 `1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate)` + 1 `ATP` = 1 `H(+)` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)` + 1 `ADP`"	"2.7.1.68"	"kegg:R03469"	"2.7.1.68-RXN"	"MNX"
"MNXR100664"	299	"1 `H(+)` + 1 `ADP` + 1 `4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine` = 1 `ATP` + 1 `4-amino-5-hydroxymethyl-2-methylpyrimidine`"	"2.7.1.49"	"kegg:R03471"	"OHMETPYRKIN-RXN"	"MNX"
"MNXR108194"	332	"1 `S-adenosyl-L-methionine` + 1 `AIR` = 3 `H(+)` + 1 `CO` + 1 `5'-deoxyadenosine` + 1 `formate` + 1 `L-methionine` + 1 `4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine`"	"4.1.99.17"	"kegg:R03472"	"PYRIMSYN1-RXN"	"MNX"
"MNXR100694"	331	"1 `H(+)` + 1 `(7,8-dihydropterin-6-yl)methyl diphosphate` + 1 `AMP` = 1 `ATP` + 1 `6-hydroxymethyl-7,8-dihydropterin`"	"2.7.6.3"	"kegg:R03503"	"H2PTERIDINEPYROPHOSPHOKIN-RXN"	"MNX"
"MNXR97415"	331	"1 `glycolaldehyde` + 1 `6-hydroxymethyl-7,8-dihydropterin` = 1 `7,8-dihydromonapterin`"	"4.1.2.25"	"kegg:R03504"	"H2NEOPTERINALDOL-RXN"	"MNX"
"MNXR100814"	329	"1 `CO2` + 1 `H2O` + 1 `(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate` = 1 `H(+)` + 1 `1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate`"	"4.1.1.48"	"kegg:R03508"	"IGPSYN-RXN"	"MNX"
"MNXR103156"	223	"1 `1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate` = 1 `N-(5-phospho-beta-D-ribosyl)anthranilate`"	"5.3.1.24"	"kegg:R03509"	"PRAISOM-RXN"	"MNX"
"MNXR101934"	323	"1 `dITP` + 1 `ADP` = 1 `dIDP` + 1 `ATP`"	"2.7.4.6"	"kegg:R03530"	"RXN-14228"	"MNX"
"MNXR102050"	322	"1 `dITP` + 1 `H2O` = 1 `H(+)` + 1 `diphosphate` + 1 `dIMP`"	"3.6.1.-;3.6.1.66"	"kegg:R03531"	"RXN0-1602"	"MNX"
"MNXR100626"	251	"1 `H(+)` + 1 `2-hydroxyglutarate` + 1 `FAD` = 1 `2-oxoglutarate` + 1 `FADH2`"	"1.1.99.2"	"kegg:R03534"	"RXN-14103"	"MNX"
"MNXR95414"	332	"1 `acetate` + 1 `L-selenocysteine` = 1 `O-acetyl-L-serine` + 1 `hydrogenselenide`"	"2.5.1.47"	"kegg:R03601"	"RXN-12726"	"MNX"
"MNXR108359"	67	"1 `H(+)` + 1 `NADH` + 1 `(S)-acetoin` = 1 `(S,S)-butane-2,3-diol` + 1 `NAD(+)`"	"1.1.1.76"	"kegg:R03707"	"SS-BUTANEDIOL-DEHYDROGENASE-RXN"	"MNX"
"MNXR108397"	99	"1 `H(+)` + 1 `6-hydroxyhexanoate` = 1 `H2O` + 1 `hexano-6-lactone`"	"3.1.1;3.1.1.17;3.1.1.83"	"kegg:R03751"	"6-HEXANOLIDE-HYDROLYSIS-RXN"	"MNX"
"MNXR108415"	90	"1 `L-rhamnonate` = 1 `H2O` + 1 `2-dehydro-3-deoxy-L-rhamnonate`"	"4.2.1.90"	"kegg:R03774"	"L-RHAMNONATE-DEHYDRATASE-RXN"	"MNX"
"MNXR95198"	322	"1 `CoA` + 1 `3-oxodecanoyl-CoA` = 1 `acetyl-CoA` + 1 `octanoyl-CoA`"	"2.3.1.16;2.3.1.9"	"kegg:R03778"	"RXN-13617"	"MNX"
"MNXR95201"	322	"1 `CoA` + 1 `3-oxotetradecanoyl-CoA` = 1 `acetyl-CoA` + 1 `dodecanoyl-CoA`"	"2.3.1.16;2.3.1.9"	"kegg:R03858"	"RXN-14268"	"MNX"
"MNXR103521"	314	"1 `spermidine` + 1 `H2O2` + 1 `3-acetamidopropanal` = 1 `H2O` + 1 `O2` + 1 `N(1)-acetylspermine`"	"1.5.3.13;1.5.3.17"	"kegg:R03899"	"RXN-12090"	"MNX"
"MNXR108518"	305	"1 `NH4(+)` + 1 `a fatty acid` = 1 `H2O` + 1 `a monocarboxylic acid amide`"	"3.5.1.4"	"kegg:R03909"	"AMIDASE-RXN"	"MNX"
"MNXR108526"	298	"1 `H(+)` + 1 `(E)-sinapoyl aldehyde` + 1 `NADPH` = 1 `(E)-sinapyl alcohol` + 1 `NADP(+)`"	"1.1.1.195"	"kegg:R03918"	"RXN-1125"	"MNX"
"MNXR95167"	332	"1 `beta-D-fructofuranose` + 1 `ATP` = 1 `H(+)` + 1 `ADP` + 1 `beta-D-fructose 6-phosphate`"	"2.7.1.1;2.7.1.4"	"kegg:R03920"	"FRUCTOKINASE-RXN"	"MNX"
"MNXR108543"	91	"1 `H(+)` + 1 `NADH` + 1 `L-rhamnono-1,4-lactone` = 1 `L-rhamnofuranose` + 1 `NAD(+)`"	"1.1.1.173"	"kegg:R03942"	"L-RHAMNOSE-1-DEHYDROGENASE-RXN"	"MNX"
"MNXR104373"	312	"2 `H(+)` + 1 `NADH` + 1 `sirohydrochlorin` = 1 `precorrin-2` + 1 `NAD(+)`"	"1.3.1.76"	"kegg:R03947"	"DIMETHUROPORDEHYDROG-RXN"	"MNX"
"MNXR100826"	332	"1 `2-isopropylmaleate` + 1 `H2O` = 1 `(2S)-2-isopropylmalate`"	"4.2.1.33"	"kegg:R03968"	"3-ISOPROPYLMALISOM-RXN"	"MNX"
"MNXR103559"	116	"1 `H(+)` + 1 `chenodeoxycholate` + 1 `CoA` = 1 `H2O` + 1 `chenodeoxycholoyl-CoA`"	"3.1.2.27"	"kegg:R03974"	"RXN-14289"	"MNX"
"MNXR108566"	163	"1 `estrone 3-sulfate` + 1 `H2O` = 1 `H(+)` + 1 `estrone` + 1 `sulfate`"	"3.1.6.1;3.1.6.2"	"kegg:R03980"	"RXN-14263"	"MNX"
"MNXR95203"	322	"1 `CoA` + 1 `3-oxohexadecanoyl-CoA` = 1 `acetyl-CoA` + 1 `tetradecanoyl-CoA`"	"2.3.1.155;2.3.1.16;2.3.1.9"	"kegg:R03991"	"2.3.1.155-RXN"	"MNX"
"MNXR100827"	331	"1 `2-isopropylmaleate` + 1 `H2O` = 1 `(2R,3S)-3-isopropylmalate`"	"4.2.1.33"	"kegg:R04001"	"RXN-8991"	"MNX"
"MNXR103155"	329	"1 `1-(5-phospho-beta-D-ribosyl)-ATP` + 1 `H2O` = 1 `H(+)` + 1 `diphosphate` + 1 `1-(5-phospho-beta-D-ribosyl)-5'-AMP`"	"3.6.1.31"	"kegg:R04035"	"HISTPRATPHYD-RXN"	"MNX"
"MNXR103154"	329	"1 `1-(5-phospho-beta-D-ribosyl)-5-[(5-phospho-beta-D-ribosylamino)methylideneamino]imidazole-4-carboxamide` = 1 `1-(5-phospho-beta-D-ribosyl)-5'-AMP` + 1 `H2O`"	"3.5.4.19"	"kegg:R04037"	"HISTCYCLOHYD-RXN"	"MNX"
"MNXR95745"	332	"1 `imidazole-4-acetaldehyde` + 1 `H2O` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `imidazole-4-acetate`"	"1.2.1.3"	"kegg:R04065"	"RXN-10089"	"MNX"
"MNXR103139"	331	"1 `H(+)` + 1 `N(1)-(5-phospho-D-ribosyl)glycinamide(1-)` + 1 `ADP` + 1 `phosphate` = 1 `glycine` + 1 `ATP` + 1 `5-phospho-beta-D-ribosylaminium(1-)`"	"6.3.4.13"	"kegg:R04144"	"GLYRIBONUCSYN-RXN"	"MNX"
"MNXR108708"	330	"1 `2-oxoglutarate` + 1 `3-hydroxy-L-kynurenine zwitterion` = 1 `4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid` + 1 `L-glutamate`"	"2.6.1.7"	"kegg:R04171"	"RXN-10721"	"MNX"
"MNXR103225"	328	"1 `2-oxoglutarate` + 1 `O-phospho-L-serine` = 1 `3-phosphonooxypyruvate` + 1 `L-glutamate`"	"2.6.1.52"	"kegg:R04173"	"PSERTRANSAM-RXN"	"MNX"
"MNXR108712"	324	"3 `H2O2` + 1 `coproporphyrin III` = 3 `O2` + 1 `coproporphyrinogen III`"	"1.3.3.15"	"kegg:R04178"	"RXN-17517"	"MNX"
"MNXR108721"	327	"1 `2-oxoglutarate` + 1 `(S)-3-aminoisobutyric acid zwitterion` = 1 `L-glutamate` + 1 `(S)-methylmalonate semialdehyde`"	"2.6.1.22"	"kegg:R04188"	"2.6.1.22-RXN"	"MNX"
"MNXR97894"	95	"1 `H2O` + 1 `2-methylbut-2-enoyl-CoA` = 1 `(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA`"	"4.2.1.17"	"kegg:R04204"	"TIGLYLCOA-HYDROXY-RXN"	"MNX"
"MNXR108734"	331	"1 `5'-Phosphoribosylformylglycinamidine` + 1 `ATP` = 1 `AIR` + 1 `ADP` + 1 `phosphate`"	"6.3.3.1"	"kegg:R04208"	"AIRS-RXN"	"MNX"
"MNXR108735"	331	"1 `CO2` + 1 `AIR` = 1 `H(+)` + 1 `5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate`"	"4.1.1.21"	"kegg:R04209"	"AIRCARBOXY-RXN"	"MNX"
"MNXR97885"	96	"1 `H2O` + 1 `(2E)-2-methylpropenoyl-CoA` = 1 `(3S)-hydroxybutanoyl-CoA`"	"4.2.1.17"	"kegg:R04224"	"METHYLACYLYLCOA-HYDROXY-RXN"	"MNX"
"MNXR103120"	332	"1 `H(+)` + 1 `diphosphate` + 1 `AMP` + 1 `N-[(R)-4-phosphopantothenoyl]-L-cysteine` = 1 `ATP` + 1 `(R)-4'-phosphopantothenate` + 1 `L-cysteine`"	"6.3.2;6.3.2.5"	"kegg:R04230"	"RXN66-555"	"MNX"
"MNXR108765"	72	"2 `H(+)` + 1 `3-chloro-cis,cis-muconate` = 1 `4-chlorocatechol` + 1 `O2`"	"1.13.11.1"	"kegg:R04258"	"RXN-9870"	"MNX"
"MNXR105367"	327	"1 `6-lactoyl-5,6,7,8-tetrahydropterin` + 1 `NADP(+)` = 1 `H(+)` + 1 `6-pyruvoyl-5,6,7,8-tetrahydropterin` + 1 `NADPH`"	"1.1.1.153;1.1.1.220"	"kegg:R04285"	"1.1.1.220-RXN"	"MNX"
"MNXR94989"	287	"1 `3,4-dihydroxyphenylacetaldehyde` + 1 `NH4(+)` + 1 `H2O2` = 1 `H2O` + 1 `dopamine` + 1 `O2`"	"1.4.3.21;1.4.3.4;1.4.9.2;1.4.99.4"	"kegg:R04300"	"RXN6666-4"	"MNX"
"MNXR100912"	332	"1 `acetoacetyl-[acyl-carrier protein]` + 1 `CO2` + 1 `holo-[acyl-carrier protein]` = 1 `H(+)` + 1 `acetyl-[acyl-carrier protein]` + 1 `carboxyacetyl-[acyl-carrier protein]`"	"2.3.1.-;2.3.1.179;2.3.1.180;2.3.1.41;2.3.1.85;2.3.1.86"	"kegg:R04355"	"3-OXOACYL-ACP-SYNTH-BASE-RXN"	"MNX"
"MNXR100552"	331	"1 `H2O` + 1 `cis-homoaconitate` = 1 `(1R,2S)-homoisocitrate`"	"4.2.1.114;4.2.1.36"	"kegg:R04371"	"HOMOACONITATE-HYDRATASE-RXN"	"MNX"
"MNXR95483"	318	"1 `diphosphate` + 1 `5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide` = 1 `5-amino-4-imidazolecarboxyamide` + 1 `5-phospho-alpha-D-ribose 1-diphosphate`"	"2.4.2.7"	"kegg:R04378"	"RXN-14270"	"MNX"
"MNXR102726"	332	"1 `1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate)` + 1 `phosphate` = 1 `H2O` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)`"	"3.1.3.36"	"kegg:R04404"	"PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN"	"MNX"
"MNXR101555"	332	"1 `homocysteine zwitterion` + 1 `5-methyltetrahydropteroyltri-L-glutamate` = 1 `tetrahydropteroyltri-L-glutamate` + 1 `L-methionine`"	"2.1.1.14"	"kegg:R04405"	"HOMOCYSMET-RXN"	"MNX"
"MNXR101759"	320	"1 `S-methyl-5-thio-alpha-D-ribose 1-phosphate` = 1 `S-methyl-5-thio-D-ribulose 1-phosphate`"	"5.3.1.23"	"kegg:R04420"	"5.3.1.23-RXN"	"MNX"
"MNXR101413"	157	"1 `2-methyl-cis-aconitate` + 1 `H2O` = 1 `(2S,3S)-2-methylcitrate`"	"4.2.1.79"	"kegg:R04424"	"2-METHYLCITRATE-DEHYDRATASE-RXN"	"MNX"
"MNXR100878"	313	"1 `H(+)` + 1 `NADH` + 1 `(2S)-2-isopropyl-3-oxosuccinate` = 1 `NAD(+)` + 1 `(2R,3S)-3-isopropylmalate`"	"1.1.1.85"	"kegg:R04426"	"3-ISOPROPYLMALDEHYDROG-RXN"	"MNX"
"MNXR104270"	332	"1 `S-adenosyl-L-methionine` + 1 `5alpha-cholesta-8,24-dien-3beta-ol` = 1 `H(+)` + 1 `24-methylene-5alpha-cholest-8-en-3beta-ol` + 1 `S-adenosyl-L-homocysteine`"	"2.1.1.41"	"kegg:R04427"	"RXN3O-178"	"MNX"
"MNXR97523"	330	"1 `(2R)-2,3-dihydroxy-3-methylbutanoate` + 1 `NADP(+)` = 1 `H(+)` + 1 `(2S)-2-acetolactate` + 1 `NADPH`"	"1.1.1.383;1.1.1.86"	"kegg:R04439"	"ACETOLACTREDUCTOISOM-RXN"	"MNX"
"MNXR97358"	331	"1 `(2R)-2,3-dihydroxy-3-methylbutanoate` = 1 `H2O` + 1 `3-methyl-2-oxobutanoate`"	"4.2.1.9"	"kegg:R04441"	"DIHYDROXYISOVALDEHYDRAT-RXN"	"MNX"
"MNXR102616"	332	"1 `(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate` + 2 `H2O` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `erythro-4-hydroxy-L-glutamate`"	"1.2.1.88;1.5.1;1.5.1.12"	"kegg:R04444"	"HYDROXYPYRROLINEDEH-RXN"	"MNX"
"MNXR100611"	310	"1 `H(+)` + 1 `ADP` + 1 `4-methyl-5-(2-phosphonooxyethyl)-thiazole` = 1 `ATP` + 1 `5-(2-hydroxyethyl)-4-methylthiazole`"	"2.7.1.50"	"kegg:R04448"	"THIAZOLSYN3-RXN"	"MNX"
