rxns	rxnNames	formulas	flux	grRules	subSystems
r_2831	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[vm]	0	C5DX38_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2832	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[vm]	0	C5DX38_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2833	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[vm]	0	C5DX38_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2834	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[vm]	0	C5DX38_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2835	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[vm]	0	C5DX38_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2836	phosphatidylinositol 4-kinase (1-16:0, 2-16:1), Golgi membrane	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[gm] + ATP[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2837	phosphatidylinositol 4-kinase (1-16:1, 2-16:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2838	phosphatidylinositol 4-kinase (1-18:0, 2-16:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2839	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2840	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2841	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2842	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2843	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), Golgi membrane	ATP[gm] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[gm] => H+[gm] + ADP[gm] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[gm]	0	C5E1U8_ZYGRC and C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2844	phosphatidylinositol 4-kinase (1-16:0, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2845	phosphatidylinositol 4-kinase (1-16:1, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2846	phosphatidylinositol 4-kinase (1-18:0, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2847	phosphatidylinositol 4-kinase (1-18:1, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2848	phosphatidylinositol 4-kinase (1-16:0, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2849	phosphatidylinositol 4-kinase (1-16:1, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2850	phosphatidylinositol 4-kinase (1-18:0, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2851	phosphatidylinositol 4-kinase (1-18:1, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[n]	0	C5DYX9_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_2860	PI 4-P 5-kinase (1-16:0, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2861	PI 4-P 5-kinase (1-16:1, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2862	PI 4-P 5-kinase (1-18:0, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2863	PI 4-P 5-kinase (1-18:1, 2-16:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2864	PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2865	PI 4-P 5-kinase (1-16:1, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2866	PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2867	PI 4-P 5-kinase (1-18:1, 2-18:1), nucleus	ATP[n] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[n] => ADP[n] + H+[n] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[n]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2868	PI 4-P 5-kinase (1-16:0, 2-16:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2869	PI 4-P 5-kinase (1-16:1, 2-16:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2870	PI 4-P 5-kinase (1-18:0, 2-16:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2871	PI 4-P 5-kinase (1-18:1, 2-16:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2872	PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2873	PI 4-P 5-kinase (1-16:1, 2-18:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2874	PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)[ce]	0.0182319916289323	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2875	PI 4-P 5-kinase (1-18:1, 2-18:1), cell envelope	ATP[ce] + 1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)[ce] => H+[ce] + ADP[ce] + 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)[ce]	0	C5DT20_ZYGRC	sce00562  Inositol phosphate metabolism // sce04011  MAPK signaling pathway - yeast // sce04070  Phosphatidylinositol signaling system // sce04139  Mitophagy - yeast // sce04144  Endocytosis
r_2876	PI 3-P 5-kinase (1-16:0, 2-16:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2877	PI 3-P 5-kinase (1-16:1, 2-16:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2878	PI 3-P 5-kinase (1-18:0, 2-16:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2879	PI 3-P 5-kinase (1-18:1, 2-16:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2880	PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2881	PI 3-P 5-kinase (1-16:1, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2882	PI 3-P 5-kinase (1-18:0, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2883	PI 3-P 5-kinase (1-18:1, 2-18:1), vacuolar membrane	ATP[vm] + 1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)[vm] => H+[vm] + ADP[vm] + 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1)[vm]	0	C5E1S3_ZYGRC	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system // sce04145  Phagosome
r_2884	PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2885	PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2886	PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2887	PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2888	PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2889	PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2890	PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2891	PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:0, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm] => triglyceride (1-16:0, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2892	PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]	0.00180636263996059	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2893	PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2894	PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-16:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2895	PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-16:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2896	PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-18:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2897	PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-18:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2898	PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:0, 2-18:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2899	PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	diglyceride (1-16:1, 2-16:1)[erm] + phosphatidylethanolamine (1-18:1, 2-18:1)[erm] => triglyceride (1-16:1, 2-16:1, 3-18:1)[erm] + 1-acylglycerophosphoethanolamine (18:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2900	PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:0, 2-16:1)[erm] => triglyceride (1-18:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:0)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
r_2901	PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	diglyceride (1-18:0, 2-16:1)[erm] + phosphatidylethanolamine (1-16:1, 2-16:1)[erm] => triglyceride (1-18:0, 2-16:1, 3-16:1)[erm] + 1-acylglycerophosphoethanolamine (16:1)[erm]	0	C5DT49_ZYGRC	sce00561  Glycerolipid metabolism
