rxns	rxnNames	formulas	flux	grRules	subSystems
r_3665_REV	carbon dioxide transport, cytoplasm-Golgi membrane (reversible)	carbon dioxide[gm] => carbon dioxide[c]	0		
r_3666_REV	ATP transport, cytoplasm-Golgi membrane (reversible)	ATP[gm] => ATP[c]	0		
r_3667_REV	ADP transport, cytoplasm-Golgi membrane (reversible)	ADP[gm] => ADP[c]	0		
r_3668_REV	H2O transport, cytoplasm-mitochondrial membrane (reversible)	H2O[mm] => H2O[c]	0		
r_3669_REV	carbon dioxide transport, cytoplasm-mitochondrial membrane (reversible)	carbon dioxide[mm] => carbon dioxide[c]	0.00430032998121007		
r_3670_REV	palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane (reversible)	palmitoleoyl-CoA(4-)[mm] => palmitoleoyl-CoA(4-)[c]	0		
r_3671_REV	oleoyl-CoA transport, cytoplasm-mitochondrial membrane (reversible)	oleoyl-CoA[mm] => oleoyl-CoA[c]	0		
r_3672_REV	diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm (reversible)	diglyceride (1-16:0, 2-16:1)[c] => diglyceride (1-16:0, 2-16:1)[mm]	0		
r_3673_REV	diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm (reversible)	diglyceride (1-16:1, 2-16:1)[c] => diglyceride (1-16:1, 2-16:1)[mm]	0		
r_3674_REV	diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm (reversible)	diglyceride (1-18:0, 2-16:1)[c] => diglyceride (1-18:0, 2-16:1)[mm]	0		
r_3675_REV	diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm (reversible)	diglyceride (1-18:1, 2-16:1)[c] => diglyceride (1-18:1, 2-16:1)[mm]	0		
r_3676_REV	diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm (reversible)	diglyceride (1-16:0, 2-18:1)[c] => diglyceride (1-16:0, 2-18:1)[mm]	0		
r_3677_REV	diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm (reversible)	diglyceride (1-16:1, 2-18:1)[c] => diglyceride (1-16:1, 2-18:1)[mm]	0		
r_3678_REV	palmitate transport, mitochondrial membrane-cytoplasm (reversible)	palmitate[c] => palmitate[mm]	0		
r_3679_REV	stearate transport, mitochondrial membrane-cytoplasm (reversible)	stearate[c] => stearate[mm]	0		
r_3680_REV	coenzyme A transport, mitochondrial membrane-cytoplasm (reversible)	coenzyme A[c] => coenzyme A[mm]	0	YE08_SCHPO	
r_3681_REV	laurate transport, ER membrane-lipid particle (reversible)	laurate[lp] => laurate[erm]	0		
r_3682_REV	myristate transport, ER membrane-lipid particle (reversible)	myristate[lp] => myristate[erm]	0		
r_3683_REV	lignoceric acid transport, ER membrane-lipid particle (reversible)	lignoceric acid[lp] => lignoceric acid[erm]	0		
r_3684_REV	cerotic acid transport, ER membrane-lipid particle (reversible)	cerotic acid[lp] => cerotic acid[erm]	0		
r_3685_REV	TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-16:1, 3-16:0)[lp] => triglyceride (1-16:0, 2-16:1, 3-16:0)[erm]	0		
r_3686_REV	TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-16:1, 3-16:1)[lp] => triglyceride (1-16:0, 2-16:1, 3-16:1)[erm]	0		
r_3687_REV	TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-16:1, 3-18:0)[lp] => triglyceride (1-16:0, 2-16:1, 3-18:0)[erm]	0		
r_3688_REV	TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-16:1, 3-18:1)[lp] => triglyceride (1-16:0, 2-16:1, 3-18:1)[erm]	0		
r_3689_REV	TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-16:1, 3-16:0)[lp] => triglyceride (1-16:1, 2-16:1, 3-16:0)[erm]	0		
r_3690_REV	TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-16:1, 3-16:1)[lp] => triglyceride (1-16:1, 2-16:1, 3-16:1)[erm]	0		
r_3691_REV	TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-16:1, 3-18:0)[lp] => triglyceride (1-16:1, 2-16:1, 3-18:0)[erm]	0		
r_3692_REV	TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-16:1, 3-18:1)[lp] => triglyceride (1-16:1, 2-16:1, 3-18:1)[erm]	0		
r_3693_REV	TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-16:1, 3-16:0)[lp] => triglyceride (1-18:0, 2-16:1, 3-16:0)[erm]	0		
r_3694_REV	TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-16:1, 3-16:1)[lp] => triglyceride (1-18:0, 2-16:1, 3-16:1)[erm]	0		
r_3695_REV	TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-16:1, 3-18:0)[lp] => triglyceride (1-18:0, 2-16:1, 3-18:0)[erm]	0		
r_3696_REV	TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-16:1, 3-18:1)[lp] => triglyceride (1-18:0, 2-16:1, 3-18:1)[erm]	0		
r_3697_REV	TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-16:1, 3-16:0)[lp] => triglyceride (1-18:1, 2-16:1, 3-16:0)[erm]	0		
r_3698_REV	TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-16:1, 3-16:1)[lp] => triglyceride (1-18:1, 2-16:1, 3-16:1)[erm]	0		
r_3699_REV	TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-16:1, 3-18:0)[lp] => triglyceride (1-18:1, 2-16:1, 3-18:0)[erm]	0		
r_3700_REV	TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-16:1, 3-18:1)[lp] => triglyceride (1-18:1, 2-16:1, 3-18:1)[erm]	0		
r_3701_REV	TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-16:0)[lp] => triglyceride (1-16:0, 2-18:1, 3-16:0)[erm]	0		
r_3702_REV	TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-16:1)[lp] => triglyceride (1-16:0, 2-18:1, 3-16:1)[erm]	0		
r_3703_REV	TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-18:0)[lp] => triglyceride (1-16:0, 2-18:1, 3-18:0)[erm]	0		
r_3704_REV	TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:0, 2-18:1, 3-18:1)[lp] => triglyceride (1-16:0, 2-18:1, 3-18:1)[erm]	0		
r_3705_REV	TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-18:1, 3-16:0)[lp] => triglyceride (1-16:1, 2-18:1, 3-16:0)[erm]	0		
r_3706_REV	TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-18:1, 3-16:1)[lp] => triglyceride (1-16:1, 2-18:1, 3-16:1)[erm]	0		
r_3707_REV	TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-18:1, 3-18:0)[lp] => triglyceride (1-16:1, 2-18:1, 3-18:0)[erm]	0		
r_3708_REV	TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-16:1, 2-18:1, 3-18:1)[lp] => triglyceride (1-16:1, 2-18:1, 3-18:1)[erm]	0		
r_3709_REV	TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-16:0)[lp] => triglyceride (1-18:0, 2-18:1, 3-16:0)[erm]	0		
r_3710_REV	TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-16:1)[lp] => triglyceride (1-18:0, 2-18:1, 3-16:1)[erm]	0		
r_3711_REV	TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-18:0)[lp] => triglyceride (1-18:0, 2-18:1, 3-18:0)[erm]	0		
r_3712_REV	TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:0, 2-18:1, 3-18:1)[lp] => triglyceride (1-18:0, 2-18:1, 3-18:1)[erm]	0		
r_3713_REV	TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-18:1, 3-16:0)[lp] => triglyceride (1-18:1, 2-18:1, 3-16:0)[erm]	0		
r_3714_REV	TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-18:1, 3-16:1)[lp] => triglyceride (1-18:1, 2-18:1, 3-16:1)[erm]	0		
r_3715_REV	TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-18:1, 3-18:0)[lp] => triglyceride (1-18:1, 2-18:1, 3-18:0)[erm]	0		
r_3716_REV	TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle (reversible)	triglyceride (1-18:1, 2-18:1, 3-18:1)[lp] => triglyceride (1-18:1, 2-18:1, 3-18:1)[erm]	0		
r_3717_REV	episterol transport, ER membrane-lipid particle (reversible)	episterol[lp] => episterol[erm]	0		
r_3718_REV	fecosterol transport, ER membrane-lipid particle (reversible)	fecosterol[lp] => fecosterol[erm]	0		
r_3719_REV	lanosterol transport, ER membrane-lipid particle (reversible)	lanosterol[lp] => lanosterol[erm]	0		
r_3720_REV	zymosterol transport, ER membrane-lipid particle (reversible)	zymosterol[lp] => zymosterol[erm]	0		
r_3721_REV	ergosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	ergosteryl palmitoleate[lp] => ergosteryl palmitoleate[erm]	0		
r_3722_REV	ergosteryl oleate transport, ER membrane-lipid particle (reversible)	ergosteryl oleate[lp] => ergosteryl oleate[erm]	0		
r_3723_REV	episteryl palmitoleate transport, ER membrane-lipid particle (reversible)	episteryl palmitoleate[lp] => episteryl palmitoleate[erm]	0		
r_3724_REV	episteryl oleate transport, ER membrane-lipid particle (reversible)	episteryl oleate[lp] => episteryl oleate[erm]	0		
r_3725_REV	fecosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	fecosteryl palmitoleate[lp] => fecosteryl palmitoleate[erm]	0		
r_3726_REV	fecosteryl oleate transport, ER membrane-lipid particle (reversible)	fecosteryl oleate[lp] => fecosteryl oleate[erm]	0		
r_3727_REV	lanosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	lanosteryl palmitoleate[lp] => lanosteryl palmitoleate[erm]	0		
r_3728_REV	lanosteryl oleate transport, ER membrane-lipid particle (reversible)	lanosteryl oleate[lp] => lanosteryl oleate[erm]	0		
r_3729_REV	zymosteryl palmitoleate transport, ER membrane-lipid particle (reversible)	zymosteryl palmitoleate[lp] => zymosteryl palmitoleate[erm]	0		
r_3730_REV	zymosteryl oleate transport, ER membrane-lipid particle (reversible)	zymosteryl oleate[lp] => zymosteryl oleate[erm]	0		
r_3731_REV	phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-16:0, 2-16:1)[lp] => phosphatidylcholine (1-16:0, 2-16:1)[erm]	0		
r_3732_REV	phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-16:1, 2-16:1)[lp] => phosphatidylcholine (1-16:1, 2-16:1)[erm]	0		
r_3733_REV	phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-18:0, 2-16:1)[lp] => phosphatidylcholine (1-18:0, 2-16:1)[erm]	0		
r_3734_REV	phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-18:1, 2-16:1)[lp] => phosphatidylcholine (1-18:1, 2-16:1)[erm]	0		
r_3735_REV	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-16:0, 2-18:1)[lp] => phosphatidylcholine (1-16:0, 2-18:1)[erm]	0		
r_3736_REV	phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-16:1, 2-18:1)[lp] => phosphatidylcholine (1-16:1, 2-18:1)[erm]	0		
r_3737_REV	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-18:0, 2-18:1)[lp] => phosphatidylcholine (1-18:0, 2-18:1)[erm]	0		
r_3738_REV	phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylcholine (1-18:1, 2-18:1)[lp] => phosphatidylcholine (1-18:1, 2-18:1)[erm]	0		
r_3739_REV	phosphatidylethanolamine (1-16:0, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-16:0, 2-16:1)[lp] => phosphatidylethanolamine (1-16:0, 2-16:1)[erm]	0		
r_3740_REV	phosphatidylethanolamine (1-16:1, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-16:1, 2-16:1)[lp] => phosphatidylethanolamine (1-16:1, 2-16:1)[erm]	0		
r_3741_REV	phosphatidylethanolamine (1-18:0, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-18:0, 2-16:1)[lp] => phosphatidylethanolamine (1-18:0, 2-16:1)[erm]	0		
r_3742_REV	phosphatidylethanolamine (1-18:1, 2-16:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-18:1, 2-16:1)[lp] => phosphatidylethanolamine (1-18:1, 2-16:1)[erm]	0		
r_3743_REV	phosphatidylethanolamine (1-16:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-16:0, 2-18:1)[lp] => phosphatidylethanolamine (1-16:0, 2-18:1)[erm]	0		
r_3744_REV	phosphatidylethanolamine (1-16:1, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-16:1, 2-18:1)[lp] => phosphatidylethanolamine (1-16:1, 2-18:1)[erm]	0		
r_3745_REV	phosphatidylethanolamine (1-18:0, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-18:0, 2-18:1)[lp] => phosphatidylethanolamine (1-18:0, 2-18:1)[erm]	0		
r_3746_REV	phosphatidylethanolamine (1-18:1, 2-18:1) transport, ER membrane-lipid particle (reversible)	phosphatidylethanolamine (1-18:1, 2-18:1)[lp] => phosphatidylethanolamine (1-18:1, 2-18:1)[erm]	0		
r_3747_REV	1-acylglycerophosphocholine (16:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphocholine (16:0)[lp] => 1-acylglycerophosphocholine (16:0)[erm]	0		
r_3748_REV	1-acylglycerophosphocholine (16:1) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphocholine (16:1)[lp] => 1-acylglycerophosphocholine (16:1)[erm]	0		
r_3749_REV	1-acylglycerophosphocholine (18:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphocholine (18:0)[lp] => 1-acylglycerophosphocholine (18:0)[erm]	0		
r_3750_REV	1-acylglycerophosphocholine (18:1) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphocholine (18:1)[lp] => 1-acylglycerophosphocholine (18:1)[erm]	0		
r_3751_REV	1-acylglycerophosphoethanolamine (16:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphoethanolamine (16:0)[lp] => 1-acylglycerophosphoethanolamine (16:0)[erm]	0		
r_3752_REV	1-acylglycerophosphoethanolamine (16:1) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphoethanolamine (16:1)[lp] => 1-acylglycerophosphoethanolamine (16:1)[erm]	0		
r_3753_REV	1-acylglycerophosphoethanolamine (18:0) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphoethanolamine (18:0)[lp] => 1-acylglycerophosphoethanolamine (18:0)[erm]	0		
r_3754_REV	1-acylglycerophosphoethanolamine (18:1) transport, ER membrane-lipid particle (reversible)	1-acylglycerophosphoethanolamine (18:1)[lp] => 1-acylglycerophosphoethanolamine (18:1)[erm]	0		
r_3755_REV	phosphatidate (1-16:0, 2-18:1) transport, lipid particle-ER membrane (reversible)	phosphatidate (1-16:0, 2-18:1)[erm] => phosphatidate (1-16:0, 2-18:1)[lp]	0		
r_3756_REV	phosphatidate (1-16:1, 2-18:1) transport, lipid particle-ER membrane (reversible)	phosphatidate (1-16:1, 2-18:1)[erm] => phosphatidate (1-16:1, 2-18:1)[lp]	0		
r_3757_REV	phosphatidate (1-18:0, 2-18:1) transport, lipid particle-ER membrane (reversible)	phosphatidate (1-18:0, 2-18:1)[erm] => phosphatidate (1-18:0, 2-18:1)[lp]	0		
r_3758_REV	phosphatidate (1-18:1, 2-18:1) transport, lipid particle-ER membrane (reversible)	phosphatidate (1-18:1, 2-18:1)[erm] => phosphatidate (1-18:1, 2-18:1)[lp]	0		
r_3759_REV	phosphatidate (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-16:0, 2-16:1)[mm] => phosphatidate (1-16:0, 2-16:1)[erm]	0		
r_3760_REV	phosphatidate (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-16:1, 2-16:1)[mm] => phosphatidate (1-16:1, 2-16:1)[erm]	0		
r_3761_REV	phosphatidate (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-18:0, 2-16:1)[mm] => phosphatidate (1-18:0, 2-16:1)[erm]	0		
r_3762_REV	phosphatidate (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-18:1, 2-16:1)[mm] => phosphatidate (1-18:1, 2-16:1)[erm]	0		
r_3763_REV	phosphatidate (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-16:0, 2-18:1)[mm] => phosphatidate (1-16:0, 2-18:1)[erm]	0		
r_3764_REV	phosphatidate (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidate (1-16:1, 2-18:1)[mm] => phosphatidate (1-16:1, 2-18:1)[erm]	0		
r_3765_REV	phosphatidyl-L-serine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-16:0, 2-16:1)[mm] => phosphatidyl-L-serine (1-16:0, 2-16:1)[erm]	0		
r_3766_REV	phosphatidyl-L-serine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-16:1, 2-16:1)[mm] => phosphatidyl-L-serine (1-16:1, 2-16:1)[erm]	0		
r_3767_REV	phosphatidyl-L-serine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-18:0, 2-16:1)[mm] => phosphatidyl-L-serine (1-18:0, 2-16:1)[erm]	0		
r_3768_REV	phosphatidyl-L-serine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-18:1, 2-16:1)[mm] => phosphatidyl-L-serine (1-18:1, 2-16:1)[erm]	0		
r_3769_REV	phosphatidyl-L-serine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-16:0, 2-18:1)[mm] => phosphatidyl-L-serine (1-16:0, 2-18:1)[erm]	0		
r_3770_REV	phosphatidyl-L-serine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-16:1, 2-18:1)[mm] => phosphatidyl-L-serine (1-16:1, 2-18:1)[erm]	0		
r_3771_REV	phosphatidyl-L-serine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-18:0, 2-18:1)[mm] => phosphatidyl-L-serine (1-18:0, 2-18:1)[erm]	0		
r_3772_REV	phosphatidyl-L-serine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidyl-L-serine (1-18:1, 2-18:1)[mm] => phosphatidyl-L-serine (1-18:1, 2-18:1)[erm]	0		
r_3773_REV	phosphatidylethanolamine (1-16:0, 2-16:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-16:0, 2-16:1)[erm] => phosphatidylethanolamine (1-16:0, 2-16:1)[mm]	0		
r_3774_REV	phosphatidylethanolamine (1-16:1, 2-16:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-16:1, 2-16:1)[erm] => phosphatidylethanolamine (1-16:1, 2-16:1)[mm]	0		
r_3775_REV	phosphatidylethanolamine (1-18:0, 2-16:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-18:0, 2-16:1)[erm] => phosphatidylethanolamine (1-18:0, 2-16:1)[mm]	0		
r_3776_REV	phosphatidylethanolamine (1-18:1, 2-16:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-18:1, 2-16:1)[erm] => phosphatidylethanolamine (1-18:1, 2-16:1)[mm]	0		
r_3777_REV	phosphatidylethanolamine (1-16:0, 2-18:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-16:0, 2-18:1)[erm] => phosphatidylethanolamine (1-16:0, 2-18:1)[mm]	0		
r_3778_REV	phosphatidylethanolamine (1-16:1, 2-18:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-16:1, 2-18:1)[erm] => phosphatidylethanolamine (1-16:1, 2-18:1)[mm]	0		
r_3779_REV	phosphatidylethanolamine (1-18:0, 2-18:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-18:0, 2-18:1)[erm] => phosphatidylethanolamine (1-18:0, 2-18:1)[mm]	0		
r_3780_REV	phosphatidylethanolamine (1-18:1, 2-18:1) transport, mitochondrial membrane-ER membrane (reversible)	phosphatidylethanolamine (1-18:1, 2-18:1)[erm] => phosphatidylethanolamine (1-18:1, 2-18:1)[mm]	0		
r_3781_REV	phosphatidylcholine (1-16:0, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-16:0, 2-16:1)[mm] => phosphatidylcholine (1-16:0, 2-16:1)[erm]	0		
r_3782_REV	phosphatidylcholine (1-16:1, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-16:1, 2-16:1)[mm] => phosphatidylcholine (1-16:1, 2-16:1)[erm]	0		
r_3783_REV	phosphatidylcholine (1-18:0, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-18:0, 2-16:1)[mm] => phosphatidylcholine (1-18:0, 2-16:1)[erm]	0		
r_3784_REV	phosphatidylcholine (1-18:1, 2-16:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-18:1, 2-16:1)[mm] => phosphatidylcholine (1-18:1, 2-16:1)[erm]	0		
r_3785_REV	phosphatidylcholine (1-16:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-16:0, 2-18:1)[mm] => phosphatidylcholine (1-16:0, 2-18:1)[erm]	0		
r_3786_REV	phosphatidylcholine (1-16:1, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-16:1, 2-18:1)[mm] => phosphatidylcholine (1-16:1, 2-18:1)[erm]	0		
r_3787_REV	phosphatidylcholine (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-18:0, 2-18:1)[mm] => phosphatidylcholine (1-18:0, 2-18:1)[erm]	0		
r_3788_REV	phosphatidylcholine (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane (reversible)	phosphatidylcholine (1-18:1, 2-18:1)[mm] => phosphatidylcholine (1-18:1, 2-18:1)[erm]	0		
r_3789_REV	diglyceride (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-16:0, 2-16:1)[gm] => diglyceride (1-16:0, 2-16:1)[erm]	0		
r_3790_REV	diglyceride (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-16:1, 2-16:1)[gm] => diglyceride (1-16:1, 2-16:1)[erm]	0.000829685427493456		
r_3791_REV	diglyceride (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-18:0, 2-16:1)[gm] => diglyceride (1-18:0, 2-16:1)[erm]	0		
r_3792_REV	diglyceride (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-18:1, 2-16:1)[gm] => diglyceride (1-18:1, 2-16:1)[erm]	0.00275469110151829		
r_3793_REV	diglyceride (1-16:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-16:0, 2-18:1)[gm] => diglyceride (1-16:0, 2-18:1)[erm]	0		
r_3794_REV	diglyceride (1-16:1, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-16:1, 2-18:1)[gm] => diglyceride (1-16:1, 2-18:1)[erm]	0		
r_3795_REV	diglyceride (1-18:0, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-18:0, 2-18:1)[gm] => diglyceride (1-18:0, 2-18:1)[erm]	0		
r_3796_REV	diglyceride (1-18:1, 2-18:1) transport, ER membrane-Golgi membrane (reversible)	diglyceride (1-18:1, 2-18:1)[gm] => diglyceride (1-18:1, 2-18:1)[erm]	0		
r_3797_REV	phosphatidate (1-16:0, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	phosphatidate (1-16:0, 2-16:1)[gm] => phosphatidate (1-16:0, 2-16:1)[erm]	0		
r_3798_REV	phosphatidate (1-16:1, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	phosphatidate (1-16:1, 2-16:1)[gm] => phosphatidate (1-16:1, 2-16:1)[erm]	0		
r_3799_REV	phosphatidate (1-18:0, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	phosphatidate (1-18:0, 2-16:1)[gm] => phosphatidate (1-18:0, 2-16:1)[erm]	0		
r_3800_REV	phosphatidate (1-18:1, 2-16:1) transport, ER membrane-Golgi membrane (reversible)	phosphatidate (1-18:1, 2-16:1)[gm] => phosphatidate (1-18:1, 2-16:1)[erm]	0		
