"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"CARNDETRU-RXN"	"crotonobetainyl-CoA hydratase"	"L-carnitinyl-CoA[s] <=> crotonobetainyl-CoA[s] + H2O[s]"	"ec-code/4.2.1.149"	"Coccidioides_immitis@Seq_5473 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2829"	-1000	1000	NA	NA	"rhea/28341"	"L-carnitine degradation I"	NA	NA	""	2
"RXN-9600"	"histamine oxidase;histaminase"	"histamine[s] + oxygen[s] + H2O[s] => ammonium[s] + hydrogen peroxide[s] + imidazole acetaldehyde[s]"	"ec-code/1.4.3.22"	"Stagonospora_nodorum@Seq_7372"	0	1000	NA	NA	"rhea/25628;kegg.reaction/R02150"	"histamine degradation"	NA	NA	"pubmed/10668504"	2
"CARBOXYLESTERASE-RXN"	"carboxylesterase;carboxylic ester hydrolase"	"Carboxylic-esters[s] + H2O[s] => Alcohols[s] + Carboxylates[s] + H+[s]"	"ec-code/3.1.1.1"	"yHMPu5000034933_Kuraishia_molischiana@Seq_269 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2488 or Fusarium_graminearum@Seq_561 or yHMPu5000035691_Candida_salmanticensis@Seq_1481 or yHMPu5000034661_Dipodascus_albidus@Seq_2732 or Saitoella_complicata@Seq_6708"	0	1000	NA	NA	"rhea/21165;kegg.reaction/R00630"	""	NA	NA	""	2
"RXN-14090"	"cytidine 3' nucleotidase;3'CMP phosphatase;cytidine 3'-phosphate phosphohydrolase"	"cytidine-3'-monophosphate[s] + H2O[s] => cytidine[s] + phosphate[s]"	"ec-code/3.1.3.6"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	"kegg.reaction/R02370;rhea/27897"	""	NA	NA	"pubmed/15489502"	2
"RXN-9598"	"monoamine oxidase"	"Monoamines[s] + oxygen[s] + H+[s] + H2O[s] => Aldehydes[s] + hydrogen peroxide[s] + Primary-Amines[s]"	"ec-code/1.4.3.4"	"yHMPu5000035282_Trigonopsis_vinaria@Seq_5166 or Xylona_heveae@Seq_7565"	0	1000	NA	NA	"rhea/26415"	""	NA	NA	""	2
"RXN-14089"	"beta-L-arabinofuranosidase"	"beta-L-arabinofuranosyl-(1rarr2)-beta-L-arabinofuranose[s] + H2O[s] => 2 beta-L-arabinofuranose[s]"	"ec-code/3.2.1.185"	"Meyerozyma_guilliermondii@Seq_2431"	0	1000	NA	NA	"rhea/36052;kegg.reaction/R10346"	""	NA	NA	"pubmed/21914802"	2
"CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN"	"arogenate dehydratase"	"L-arogenate[s] + H+[s] => CO2[s] + L-phenylalanine[s] + H2O[s]"	"ec-code/4.2.1.91"	"Stagonospora_nodorum@Seq_11969"	0	1000	NA	NA	"rhea/12537;kegg.reaction/R00691"	"L-phenylalanine biosynthesis II"	NA	NA	""	2
"RXN-14073"	"glycerophosphoglycerol phosphodiesterase"	"glycerophosphoglycerol[s] + H2O[s] => glycerol[s] + sn-glycerol 3-phosphate[s] + H+[s]"	"ec-code/3.1.4.46"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_1275"	0	1000	NA	NA	"rhea/29910"	""	NA	NA	"pubmed/18083802"	2
"RXN-9584"	"3,4-dideosy-4-amino-D-arabino-heptulosonate 7-phosphate synthase"	"1-deoxy-1-imino-D-erythrose 4-phosphate[s] + phosphoenolpyruvate[s] + H2O[s] => 3,4-dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate[s] + phosphate[s]"	"ec-code/2.5.1"	"Fusarium_graminearum@Seq_3406"	0	1000	NA	NA	"kegg.reaction/R06591"	"3-amino-5-hydroxybenzoate biosynthesis"	NA	NA	""	2
"RXN-1404"	"indole-3-acetonitrile nitrilase;(indole-3-yl)acetonitrilase"	"(indole-3-yl)acetonitrile[s] + 2 H2O[s] => ammonium[s] + (indol-3-yl)acetate[s]"	"ec-code/3.5.5.1"	"Botrytis_cinerea@Seq_12593 or Fusarium_graminearum@Seq_7091 or Neurospora_crassa@Seq_3806"	0	1000	NA	NA	"rhea/45777;kegg.reaction/R03093"	"indole-3-acetate biosynthesis II;indole glucosinolate activation (herbivore attack);indole-3-acetate biosynthesis V (bacteria and fungi)"	NA	NA	""	2
"RXN-14026"	"CMP phosphatase"	"CMP[s] + H2O[s] => cytidine[s] + phosphate[s]"	"ec-code/3.1.3.91;ec-code/3.1.3.5"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	"kegg.reaction/R00511;rhea/29368"	"UTP and CTP dephosphorylation I"	NA	NA	""	2
"RXN-14025"	"UMP phosphatase"	"UMP[s] + H2O[s] => phosphate[s] + uridine[s]"	"ec-code/3.1.3.5"	"Arthrobotrys_oligospora@Seq_6579"	0	1000	NA	NA	"rhea/29360"	"tunicamycin biosynthesis;UTP and CTP dephosphorylation I"	NA	NA	""	2
"RXN-9563"	"4-hydroxy-5-methyl-2-methylene-3(2H)-furanone reductase"	"4-hydroxy-5-methyl-2-methylene-3(2H)-furanone[s] + NADH-P-OR-NOP[s] + H+[s] => CPD-10198[s] + NAD-P-OR-NOP[s]"	"ec-code/1.3.1.105"	"Arxula_adeninivorans@Seq_5527 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_5804"	0	1000	NA	NA	"rhea/39113"	"furaneol and mesifurane biosynthesis"	NA	NA	"pubmed/17636940"	2
"RXN-14021"	"beta-D-4-deoxy-gluc-4-enuronosyl-2-sulfate-(1,3)-N-acetyl-beta-D-galactosamine hydrolase"	"4-deoxy-beta-D-gluc-4-enuronosyl-2-sulfate-(1,3)-N-acetyl-beta-D-galactosamine[s] + H2O[s] => 5-dehydro-4-deoxy-2-O-sulfo-D-glucuronate[s] + N-acetyl-D-galactosamine[s]"	"ec-code/3.2.1.180;ec-code/3.2.1.179"	"yHMPu5000035691_Candida_salmanticensis@Seq_514"	0	1000	NA	NA	"rhea/31658"	""	NA	NA	"pubmed/10441389"	2
"RXN-9543"	"3-oxo-stearoyl-CoA synthase;palmitoyl elongase"	"malonyl-CoA[s] + palmitoyl-CoA[s] + H+[s] => CO2[s] + coenzyme A[s] + 3-oxooctadecanoyl-CoA[s]"	"ec-code/2.3.1.199"	"Metschnikowia_kipukae@Seq_1418"	0	1000	NA	NA	"kegg.reaction/R07758"	"stearate biosynthesis I (animals and fungi)"	NA	NA	""	2
"BETAGALACTOSID-RXN"	"lactose beta-galactosidase;lactose galactohydrolase;lactase"	"CPD-15972[s] + H2O[s] => beta-D-galactopyranose[s] + Glucopyranose[s]"	"ec-code/3.2.1.108"	"Arxula_adeninivorans@Seq_5367 or yHMPu5000034673_Blastobotrys_nivea@Seq_6825 or Fusarium_graminearum@Seq_10472 or Botrytis_cinerea@Seq_200 or Aspergillus_nidulans@Seq_9781 or yHMPu5000034675_Blastobotrys_mokoenaii@Seq_5165"	0	1000	NA	NA	"kegg.reaction/R01100;rhea/10076;rhea/28659"	"lactose degradation III"	NA	NA	""	2
"RXN-9502"	"dihydro-O-methylsterigmatocystin monooxygenase"	"8-O-methyldihydrosterigmatocystin[s] + 2 oxygen[s] + 2 Red-NADPH-Hemoprotein-Reductases[s] => CO2[s] + aflatoxin B2[s] + methanol[s] + 2 Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.117"	"Arthrobotrys_oligospora@Seq_8175 or Stagonospora_nodorum@Seq_2919 or Fusarium_graminearum@Seq_3536 or Fusarium_graminearum@Seq_3909 or Stagonospora_nodorum@Seq_783 or Fusarium_graminearum@Seq_5397"	0	1000	NA	NA	"rhea/35764;kegg.reaction/R10320"	"aflatoxins B2 and G2 biosynthesis"	NA	NA	""	2
"RXN-9501"	"dihydrosterigmatocystin O-methyltransferase"	"dihydrosterigmatocystin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + 8-O-methyldihydrosterigmatocystin[s] + H+[s]"	"ec-code/2.1.1.110"	"Aspergillus_nidulans@Seq_138"	0	1000	NA	NA	"kegg.reaction/R10307;rhea/35768"	"aflatoxins B2 and G2 biosynthesis"	NA	NA	""	2
"BETA-GLUCURONID-RXN"	"beta-glucuronidase;beta-D-glucuronidase"	"Beta-D-Glucuronides[s] + H2O[s] => Alcohols[s] + D-Glucopyranuronate[s]"	"ec-code/3.2.1.31"	"Stagonospora_nodorum@Seq_7356 or Aspergillus_nidulans@Seq_2545"	0	1000	NA	NA	"rhea/17634;kegg.reaction/R01478"	"beta-D-glucuronide and D-glucuronate degradation"	NA	NA	""	2
"RXN-9500"	"dihydrodemethylsterigmatocystin O-methyltransferase"	"dihydrodemethylsterigmatocystin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + dihydrosterigmatocystin[s] + H+[s]"	"ec-code/2.1.1.109"	"Neurospora_crassa@Seq_2683 or Botrytis_cinerea@Seq_212 or Aspergillus_nidulans@Seq_6374 or Aspergillus_nidulans@Seq_7602 or Sclerotinia_sclerotiorum@Seq_8683 or Botrytis_cinerea@Seq_15893 or Aspergillus_nidulans@Seq_1780 or Stagonospora_nodorum@Seq_2442 or Aspergillus_nidulans@Seq_5843 or Botrytis_cinerea@Seq_14873 or Botrytis_cinerea@Seq_10045 or Sclerotinia_sclerotiorum@Seq_10602 or Aspergillus_nidulans@Seq_593 or Stagonospora_nodorum@Seq_4916"	0	1000	NA	NA	""	"aflatoxins B2 and G2 biosynthesis"	NA	NA	""	2
"BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN"	"beta-cyclopiazonate oxidocyclase;beta-cyclopiazonate oxidocyclase V;beta-cyclopiazonate oxidocyclase IV;beta-cyclopiazonate oxidocyclase III"	"Acceptor[s] + beta-cyclopiazonate[s] => alpha-cyclopiazonate[s] + Donor-H2[s]"	"ec-code/1.21.99.1"	"Lipomyces_starkeyi@Seq_6477 or Stagonospora_nodorum@Seq_10145 or Aspergillus_nidulans@Seq_7733 or Aspergillus_nidulans@Seq_10403 or Coccidioides_immitis@Seq_7954"	0	1000	NA	NA	"rhea/14526;kegg.reaction/R04080"	"alpha-cyclopiazonate biosynthesis"	NA	NA	""	2
"RXN-9497"	"8-O-methylsterigmatocystin monooxygenase"	"8-O-methylsterigmatocystin[s] + 2 oxygen[s] + 2 Red-NADPH-Hemoprotein-Reductases[s] => CO2[s] + aflatoxin B1[s] + methanol[s] + 2 Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.117"	"Arthrobotrys_oligospora@Seq_8175 or Stagonospora_nodorum@Seq_2919 or Fusarium_graminearum@Seq_3536 or Fusarium_graminearum@Seq_3909 or Stagonospora_nodorum@Seq_783 or Fusarium_graminearum@Seq_5397"	0	1000	NA	NA	"rhea/35760;kegg.reaction/R10319"	"aflatoxins B1 and G1 biosynthesis"	NA	NA	"pubmed/1902378;pubmed/11996570;pubmed/9835571"	2
"RXN-9495"	"versicolorin B dehydrogenase"	"versicolorin B[s] + NADP+[s] => versicolorin A[s] + NADPH[s] + H+[s]"	"ec-code/1.3.1"	"Sclerotinia_sclerotiorum@Seq_7164 or Stagonospora_nodorum@Seq_162"	0	1000	NA	NA	"rhea/35744"	"sterigmatocystin biosynthesis"	NA	NA	""	2
"RXN-9494"	"versiconal cyclase"	"versiconal[s] => versicolorin B[s] + H2O[s]"	"ec-code/4.2.1.143"	"Aspergillus_nidulans@Seq_8535 or Stagonospora_nodorum@Seq_2358 or Candida_versatilis@Seq_2157 or Stagonospora_nodorum@Seq_8981 or Botrytis_cinerea@Seq_12408 or Aspergillus_nidulans@Seq_2334 or Stagonospora_nodorum@Seq_1965"	0	1000	NA	NA	"rhea/33860"	"versicolorin B biosynthesis"	NA	NA	""	2
"BENZYL-ALC-DEHYDROGENASE-RXN"	"benzyl alcohol dehydrogenase"	"benzyl alcohol[s] + NAD+[s] <=> benzaldehyde[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.90"	"Aspergillus_nidulans@Seq_1916 or Aspergillus_nidulans@Seq_2958"	-1000	1000	NA	NA	"kegg.reaction/R01763"	"salicin biosynthesis;salicortin biosynthesis;toluene degradation to benzoate"	NA	NA	"pubmed/[8496150]"	2
"BENZOYLFORMATE-DECARBOXYLASE-RXN"	"benzoylformate carboxy-lyase"	"phenylglyoxylate[s] + H+[s] => benzaldehyde[s] + CO2[s]"	"ec-code/4.1.1.7"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_5222 or Candida_versatilis@Seq_2425"	0	1000	NA	NA	"rhea/23369;kegg.reaction/R01764"	"mandelate degradation I"	NA	NA	""	2
"RXN-9492"	"versiconal acetate synthase"	"versicolorone[s] + NADPH[s] + oxygen[s] + H+[s] => versiconol acetate[s] + NADP+[s] + H2O[s]"	""	"Aspergillus_nidulans@Seq_8936 or Fusarium_graminearum@Seq_11632 or Stagonospora_nodorum@Seq_3250 or Stagonospora_nodorum@Seq_3582 or Sclerotinia_sclerotiorum@Seq_97 or Stagonospora_nodorum@Seq_2438 or Sclerotinia_sclerotiorum@Seq_8623 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_1886 or yHMPu5000035261_Candida_ponderosae@Seq_2354 or yHMPu5000035261_Candida_ponderosae@Seq_6344 or Stagonospora_nodorum@Seq_3312"	0	1000	NA	NA	"rhea/35708"	"versicolorin B biosynthesis"	NA	NA	""	2
"BENZOATE-4-MONOOXYGENASE-RXN"	"benzoate 4-monooxygenase"	"benzoate[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 4-hydroxybenzoate[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.92"	"Fusarium_graminearum@Seq_10803 or Aspergillus_nidulans@Seq_8812"	0	1000	NA	NA	"rhea/18033;kegg.reaction/R01295"	""	NA	NA	""	2
"RXN-9487"	"versiconal hemiacetal acetate synthase"	"hydroxyversicolorone[s] + NADPH[s] + oxygen[s] + H+[s] => versiconal hemiacetal acetate[s] + NADP+[s] + H2O[s]"	""	"Aspergillus_nidulans@Seq_8936 or Fusarium_graminearum@Seq_11632 or Stagonospora_nodorum@Seq_3250 or Stagonospora_nodorum@Seq_3582 or Sclerotinia_sclerotiorum@Seq_97 or Stagonospora_nodorum@Seq_2438 or Sclerotinia_sclerotiorum@Seq_8623 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_1886 or yHMPu5000035261_Candida_ponderosae@Seq_2354 or yHMPu5000035261_Candida_ponderosae@Seq_6344 or Stagonospora_nodorum@Seq_3312"	0	1000	NA	NA	"rhea/35704"	"versicolorin B biosynthesis"	NA	NA	""	2
"RXN-9486"	"averufin monooxygenase"	"(1'S,5'S)-averufin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => hydroxyversicolorone[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_1570 or Stagonospora_nodorum@Seq_239 or Botrytis_cinerea@Seq_14311 or Arthrobotrys_oligospora@Seq_10358 or Fusarium_graminearum@Seq_231"	0	1000	NA	NA	"rhea/26294"	"versicolorin B biosynthesis"	NA	NA	""	2
"RXN-9484"	"(1'S,5'R)-hydroxyaverantin dehydrogenase"	"(1'S,5'R)-hydroxyaverantin[s] + NAD+[s] => 5'-oxoaverantin[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.352"	"Stagonospora_nodorum@Seq_2064 or Lipomyces_starkeyi@Seq_4987"	0	1000	NA	NA	"rhea/35480"	"(1'S,5'S)-averufin biosynthesis"	NA	NA	""	2
"BAIAEUBSP-RXN"	"3alpha hydroxysteroid dehydrogenase III;retinol dehydrogenase 9;choloyl-CoA 3-dehydrogenase"	"choloyl-CoA[s] + NAD+[s] => 3-oxocholoyl-CoA[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.395"	"yHMPu5000034665_Kodamaea_laetipori@Seq_2653"	0	1000	NA	NA	""	"bile acids degradation"	NA	NA	""	2
"RXN-9483"	"(1'S,5'S)-hydroxyaverantin dehydrogenase"	"(1'S,5'S)-hydroxyaverantin[s] + NAD+[s] => 5'-oxoaverantin[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.352"	"Stagonospora_nodorum@Seq_2064 or Lipomyces_starkeyi@Seq_4987"	0	1000	NA	NA	"rhea/35476"	"(1'S,5'S)-averufin biosynthesis"	NA	NA	""	2
"RXN-9482"	"(1'S,5'R)-hydroxyaverantin synthase"	"(1'S)-averantin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => (1'S,5'R)-hydroxyaverantin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.116"	"Botrytis_cinerea@Seq_13931 or Stagonospora_nodorum@Seq_2787"	0	1000	NA	NA	"rhea/35576"	"(1'S,5'S)-averufin biosynthesis"	NA	NA	"pubmed/8368836"	2
"BADH-RXN"	"betaine aldehyde dehydrogenase"	"betaine aldehyde[s] + NAD+[s] + H2O[s] <=> glycine betaine[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.8"	"Xylona_heveae@Seq_242 or Schizosaccharomyces_pombe@Seq_1059 or Botrytis_cinerea@Seq_11849"	-1000	1000	NA	NA	"rhea/30070;rhea/15305;kegg.reaction/R02565"	"choline degradation IV;glycine betaine biosynthesis III (plants);choline degradation I;glycine betaine biosynthesis II (Gram-positive bacteria);glycine betaine biosynthesis I (Gram-negative bacteria)"	NA	NA	""	2
"RXN-9481"	"(1'S,5'S)-hydroxyaverantin synthase"	"(1'S)-averantin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => (1'S,5'S)-hydroxyaverantin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.116"	"Botrytis_cinerea@Seq_13931 or Stagonospora_nodorum@Seq_2787"	0	1000	NA	NA	"rhea/35572"	"(1'S,5'S)-averufin biosynthesis"	NA	NA	""	2
"RXN-13927"	"L-2-hydroxycarboxylate dehydrogenase (NAD+)"	"L-2-hydroxyacids[s] + NAD+[s] <=> 2-Oxo-carboxylates[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.337"	"Neurospora_crassa@Seq_1783"	-1000	1000	NA	NA	"kegg.reaction/R10189;rhea/34558"	""	NA	NA	""	2
"ATP-CITRATE-PRO-S--LYASE-RXN"	"ATP-citrate lyase;ATP-citrate synthase"	"ATP[s] + citrate[s] + coenzyme A[s] => acetyl-CoA[s] + ADP[s] + oxaloacetate[s] + phosphate[s]"	"ec-code/2.3.3.8"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5037 or yHMPu5000034673_Blastobotrys_nivea@Seq_8232 or yHMPu5000034655_Botryozyma_nematodophila@Seq_2153 or Geotrichum_candidum@Seq_849"	0	1000	NA	NA	"rhea/21162;kegg.reaction/R00352"	"reductive TCA cycle I;acetyl-CoA biosynthesis III (from citrate)"	NA	NA	""	2
"ARYLSULFAT-RXN"	"arylsulfatase"	"Aryl-sulfates[s] + H2O[s] => H+[s] + Phenols[s] + sulfate[s]"	"ec-code/3.1.6.1"	"Ogataea_polymorpha@Seq_1713"	0	1000	NA	NA	"rhea/17262;kegg.reaction/R01243"	""	NA	NA	""	2
"ARYL-ALCOHOL-OXIDASE-RXN"	"aryl alcohol oxidase;veratryl alcohol oxidase"	"Aromatic-Primary-Alcohols[s] + oxygen[s] => Aryl-Aldehyde[s] + hydrogen peroxide[s]"	"ec-code/1.1.3.7"	"yHMPu5000041678_Debaryomyces_prosopidis@Seq_1510 or Lipomyces_starkeyi@Seq_6988"	0	1000	NA	NA	"kegg.reaction/R01491"	""	NA	NA	""	2
"AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN"	"tryptophan decarboxylase;L-tryptophan decarboxylase"	"H+[s] + L-tryptophan[s] => CO2[s] + tryptamine[s]"	"ec-code/4.1.1.105"	"Fusarium_graminearum@Seq_7817"	0	1000	NA	NA	"rhea/30340;kegg.reaction/R00685"	"indole-3-acetate biosynthesis II;secologanin and strictosidine biosynthesis;psilocybin biosynthesis;L-tryptophan degradation X (mammalian, via tryptamine);beta-carboline biosynthesis;hydroxycinnamic acid serotonin amides biosynthesis;L-tryptophan degradation VI (via tryptamine)"	NA	NA	""	2
"ARISTOLOCHENE-SYNTHASE-RXN"	"aristolochene synthase"	"(2E,6E)-farnesyl diphosphate[s] => aristolochene[s] + diphosphate[s]"	"ec-code/4.2.3.9"	"Stagonospora_nodorum@Seq_5409 or Aspergillus_nidulans@Seq_6651"	0	1000	NA	NA	"rhea/19826;kegg.reaction/R02307"	""	NA	NA	""	2
"ARGININE-KINASE-RXN"	"arginine kinase"	"L-arginine[s] + ATP[s] <=> ADP[s] + Nomega-phospho-L-arginine[s] + H+[s]"	"ec-code/2.7.3.3"	"yHMPu5000034670_Blastobotrys_proliferans@Seq_2359"	-1000	1000	NA	NA	"rhea/22943;kegg.reaction/R00554"	""	NA	NA	""	2
"ARACHIDONATE-5-LIPOXYGENASE-RXN"	"arachidonate 5-lipoxygenase"	"arachidonate[s] + oxygen[s] => (5S)-HPETE[s]"	""	"Arthrobotrys_oligospora@Seq_4180"	0	1000	NA	NA	"rhea/17486;kegg.reaction/R01595"	"leukotriene biosynthesis"	NA	NA	""	2
"RXN-13791"	"6-O-methyl-deacetylisoipecoside beta-glucosidase"	"6-O-methyl-N-deacetylisoipecoside[s] + H2O[s] => 6-O-methyl-N-deacetylisoipecoside aglycon[s] + Glucopyranose[s]"	"ec-code/3.2.1"	"yHMPu5000034673_Blastobotrys_nivea@Seq_4688"	0	1000	NA	NA	""	"emetine biosynthesis"	NA	NA	""	2
"RXN-13788"	"rutin alpha-L-rhamnosidase"	"rutin[s] + H2O[s] => beta-L-rhamnopyranose[s] + quercetin-3-glucoside[s] + H+[s]"	"ec-code/3.2.1.40"	"Lipomyces_starkeyi@Seq_967 or Lipomyces_starkeyi@Seq_6030 or Kuraishia_capsulata@Seq_1274 or Stagonospora_nodorum@Seq_5888"	0	1000	NA	NA	""	"rutin degradation (plants)"	NA	NA	"pubmed/SUZUKI02A"	2
"RXN-13779"	"scyllo-inositol 2-dehydrogenase;scyllo-inositol 2-dehydrogenase (NAD+)"	"scyllo-inositol[s] + NAD+[s] <=> scyllo-inosose[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.370"	"Aspergillus_nidulans@Seq_1113 or yHMPu5000034675_Blastobotrys_mokoenaii@Seq_717"	-1000	1000	NA	NA	"rhea/17616;kegg.reaction/R09953"	"myo-, chiro- and scyllo-inositol degradation"	NA	NA	"pubmed/20133360"	2
"AMP-DEPHOSPHORYLATION-RXN"	"AMP phosphatase;AMP 5'-nucleotidase;AMP phosphohydrolase;5'-AMP nucleotidase"	"AMP[s] + H2O[s] => adenosine[s] + phosphate[s]"	"ec-code/3.1.3.5"	"Arthrobotrys_oligospora@Seq_6579 or Fusarium_graminearum@Seq_4952"	0	1000	NA	NA	"rhea/29376;kegg.reaction/R00183"	"adenosine nucleotides degradation II"	NA	NA	""	2
"AMINOBUTDEHYDROG-RXN"	"4-aminobutyraldehyde dehydrogenase;4-trimethylaminobutyraldehyde dehydrogenase;gamma-aminobutyraldehyde dehydrogenase"	"4-aminobutanal[s] + NAD+[s] + H2O[s] => 4-aminobutanoate[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.19"	"Schizosaccharomyces_pombe@Seq_1059"	0	1000	NA	NA	"rhea/19106;kegg.reaction/R02549"	"putrescine degradation IV;putrescine degradation V;putrescine degradation I"	NA	NA	""	2
"RXN-13701"	"linalyl 6-O-alpha-L-arabinopyranosyl-beta-D-glucopyranoside glucosidase (Yabukita)"	"linalyl 6-O-alpha-L-arabinopyranosyl- beta-D-glucopyranoside[s] + H2O[s] => Linalools[s] + vicianose[s]"	"ec-code/3.2.1.149"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	0	1000	NA	NA	""	"tea aroma glycosidic precursor bioactivation"	NA	NA	"pubmed/Ijima98"	2
"RXN-13697"	"aspartate aminotransferase;aspartate transaminase"	"2-oxoglutarate[s] + L-aspartate[s] <=> L-glutamate[s] + oxaloacetate[s]"	"ec-code/2.6.1.1"	"yHMPu5000034594_Starmera_quercuum@Seq_2191 or Xylona_heveae@Seq_4067 or yHMPu5000035261_Candida_ponderosae@Seq_4094 or yHMPu5000034897_Ogataea_glucozyma@Seq_4680 or Naumovozyma_dairenensis@Seq_5058"	-1000	1000	NA	NA	""	"C4 photosynthetic carbon assimilation cycle, PEPCK type;C4 photosynthetic carbon assimilation cycle, NAD-ME type"	NA	NA	""	2
"RXN-13696"	"benzyl 6-O-beta-D-apiofuranosyl-beta-D-glucopyranoside glucosidase (Assam);benzyl 6-O-beta-L-apiofuranosyl-beta-D-glucopyranoside glucosidase (Yabukita)"	"benzyl 6-O-beta-D-apiofuranosyl-beta-D-glucopyranoside[s] + H2O[s] => benzyl alcohol[s] + beta-D-apiofuranosyl-(1->6)-D-glucose[s]"	"ec-code/3.2.1.149"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	0	1000	NA	NA	""	"tea aroma glycosidic precursor bioactivation"	NA	NA	"pubmed/Ijima98"	2
"AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN"	"2-amino 3-carboxymuconate 6-semialdehyde decarboxylase;2-amino-3-carboxymuconate-6-semialdehyde decarboxylase;aminocarboxymuconate-semialdehyde decarboxylase;2-amino-3-carboxymuconate 6-semialdehyde decarboxylase"	"2-amino-3-carboxymuconate-6-semialdehyde[s] + H+[s] => (2Z,4E)-2-amino-6-oxohexa-2,4-dienoate[s] + CO2[s]"	"ec-code/4.1.1.45"	"Stagonospora_nodorum@Seq_8860"	0	1000	NA	NA	"rhea/16558;kegg.reaction/R04323"	"2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate;2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA;2-nitrobenzoate degradation I"	NA	NA	""	2
"RXN-13694"	"2-phenylethyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Yabukita)"	"2-phenylethyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside[s] + H2O[s] => primeverose[s] + 2-phenylethanol[s]"	"ec-code/3.2.1.149"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	0	1000	NA	NA	""	"tea aroma glycosidic precursor bioactivation"	NA	NA	"pubmed/Guo95"	2
"RXN-13693"	"benzyl alcohol 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Yabukita);benzyl alcohol 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Assam)"	"benzyl alcohol 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside[s] + H2O[s] => primeverose[s] + benzyl alcohol[s]"	"ec-code/3.2.1.149"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	0	1000	NA	NA	""	"tea aroma glycosidic precursor bioactivation"	NA	NA	"pubmed/Guo95"	2
