"query_id"	"subject_id"	"perc_identity"	"num_ident_matches"	"alig_length"	"mismatches"	"gap_openings"	"n_gaps"	"pos_match"	"ppos"	"q_start"	"q_end"	"q_len"	"qcov"	"qcovhsp"	"s_start"	"s_end"	"s_len"	"evalue"	"bit_score"	"score_raw"
"2ab5.A"	"Q0115"	89.66	234	261	15	9	12	239	91.57	1	249	249	100	100	257	517	518	7e-146	420	1080
"2adr.A"	"YDR216W"	98.33	59	60	1	0	0	59	98.33	1	60	60	100	100	102	161	1324	1e-38	135	340
"2agk.A"	"YIL020C"	89.62	233	260	0	2	27	233	89.62	1	233	233	100	100	2	261	262	5e-166	461	1186
"2aj4.A"	"YBR020W"	97.88	509	520	0	3	11	509	97.88	1	509	509	100	100	9	528	529	0	1040	2689
"2aky.A"	"YDR226W"	99.54	217	218	1	0	0	218	100	1	218	218	100	100	5	222	223	2e-161	447	1150
"2ale.A"	"YEL026W"	100	126	126	0	0	0	126	100	1	126	132	95	95	1	126	127	1e-88	256	653
"2axq.A"	"YNR050C"	100	445	445	0	0	0	445	100	1	445	445	100	100	2	446	447	0	909	2350
"2ayu.A"	"YKR048C"	93.88	276	294	0	2	18	276	93.88	1	276	283	98	98	70	363	418	0	517	1331
"2b12.A"	"YKR066C"	100	294	294	0	0	0	294	100	1	294	294	100	100	68	361	362	0	616	1588
"2b5e.A"	"YCL043C"	100	482	482	0	0	0	482	100	2	483	483	99	99	23	504	523	0	993	2567
"2b7j.D"	"YBR037C"	100	181	181	0	0	0	181	100	1	181	181	100	100	113	293	296	6e-135	381	979
"2b9f.A"	"YBL016W"	95.47	337	353	0	1	16	337	95.47	1	337	337	100	100	1	353	354	0	691	1782
"2bcg.G"	"YER136W"	100	442	442	0	0	0	442	100	1	442	442	100	100	5	446	452	0	915	2365
"2bkw.A"	"YFL030W"	98.43	376	382	0	6	6	376	98.43	1	376	376	100	100	3	384	386	0	746	1927
"2bmb.A"	"YNL256W"	96.79	512	529	1	2	16	513	96.98	1	513	513	100	100	296	824	825	0	1049	2713
"2btt.A"	"YKL129C"	100	69	69	0	0	0	69	100	1	69	69	100	100	1121	1189	1273	9e-43	147	372
"2c1t.D"	"YLR335W"	86.67	39	45	0	1	6	39	86.67	1	39	39	100	100	2	46	721	5e-18	74.7	182
"2c5i.P"	"YKR020W"	100	23	23	0	0	0	23	100	1	23	23	100	100	8	30	165	2e-09	47	110
"2c5i.T"	"YDR468C"	98.94	93	94	0	1	1	93	98.94	1	93	93	100	100	6	99	225	4e-58	179	454
"2c5q.D"	"YER010C"	99.57	232	233	0	1	1	232	99.57	1	232	232	100	100	2	234	235	5e-169	468	1203
"2c5z.A"	"YJL168C"	100	93	93	0	0	0	93	100	1	93	93	100	100	622	714	734	4e-58	189	481
"2cg9.B"	"YPL240C"	91.42	618	676	0	2	58	618	91.42	1	618	618	100	100	2	677	710	0	1210	3130
"2cg9.Y"	"YKL117W"	91.94	114	124	1	2	9	114	91.94	1	115	115	100	100	12	135	217	1e-75	225	573
"2ciq.A"	"YMR099C"	100	287	287	0	0	0	287	100	1	287	287	100	100	2	288	298	0	595	1534
"2ciu.A"	"YGR033C"	100	123	123	0	0	0	123	100	1	123	123	100	100	103	225	240	1e-88	259	661
"2czo.A"	"YBR200W"	100	130	130	0	0	0	130	100	1	130	130	100	100	273	402	552	3e-91	276	705
"2dh4.B"	"YPL069C"	96.12	322	335	0	1	13	322	96.12	5	326	326	99	99	1	335	336	0	643	1659
"2dlc.X"	"YGR185C"	97.13	339	349	0	1	10	339	97.13	1	339	339	100	100	8	356	395	0	689	1778
"2doq.D"	"YLL003W"	96.2	76	79	1	2	2	76	96.2	5	81	81	95	95	218	296	947	2e-42	146	369
"2dyf.A"	"YPR152C"	62.07	18	29	11	0	0	21	72.41	1	29	30	97	97	3	31	466	3e-07	43.5	101
"2dyo.A"	"YPL149W"	94.04	268	285	0	3	17	268	94.04	2	269	269	99	99	1	285	295	0	531	1369
"2dyt.A"	"YNR007C"	74.48	213	286	0	3	73	213	74.48	1	213	213	100	100	21	306	311	1e-135	385	989
"2dzo.A"	"YGR232W"	100	228	228	0	0	0	228	100	1	228	228	100	100	1	228	229	2e-170	471	1211
"2e1r.A"	"YOR133W"	98.34	828	842	0	1	14	828	98.34	1	828	828	100	100	1	842	843	0	1699	4400
"2e2z.A"	"YNL310C"	98	98	100	2	0	0	98	98	1	100	100	100	100	60	159	175	1e-68	205	521
"2eke.C"	"YDR510W"	100	83	83	0	0	0	83	100	9	91	91	91	91	13	95	102	3e-56	171	432
"2elj.A"	"YDR448W"	96.47	82	85	3	0	0	82	96.47	4	88	88	97	97	350	434	435	1e-53	173	439
"2er8.D"	"YLR451W"	100	68	68	0	0	0	68	100	1	68	68	100	100	32	99	887	6e-43	147	370
"2etw.A"	"YHR124W"	97.36	295	303	2	1	6	295	97.36	1	297	297	100	100	33	335	628	0	611	1575
"2exu.A"	"YGR063C"	100	97	97	0	0	0	97	100	1	97	192	51	51	3	99	103	2e-69	208	529
"2f66.E"	"YPL065W"	99.1	110	111	1	0	0	110	99.1	1	111	111	100	100	15	125	243	1e-74	223	568
"2f6h.X"	"YOR326W"	93.08	390	419	0	3	29	390	93.08	1	390	390	100	100	1152	1570	1575	0	760	1963
"2fe9.A"	"YOR359W"	100	86	86	0	0	0	86	100	1	86	86	100	100	438	523	524	1e-53	174	442
"2fh9.A"	"YDR477W"	93.07	255	274	0	3	19	255	93.07	1	255	255	100	100	46	319	634	0	516	1330
"2fq3.A"	"YJL176C"	100	85	85	0	0	0	85	100	1	85	85	100	100	311	395	826	6e-57	186	472
"2ful.E"	"YPR041W"	98.14	158	161	3	0	0	159	98.76	4	164	164	98	98	241	401	406	2e-110	322	825
"2fxt.A"	"YIL022W"	100	192	192	0	0	0	192	100	1	192	192	100	100	234	425	432	7e-141	402	1033
"2fz0.A"	"YLR093C"	99.33	148	149	1	0	0	149	100	1	149	149	100	100	1	149	254	2e-108	311	797
"2g3q.A"	"YBL047C"	100	43	43	0	0	0	43	100	1	43	43	100	100	1339	1381	1382	5e-24	92.8	229
"2g77.A"	"YOR070C"	75.52	293	388	38	3	57	300	77.32	1	331	331	100	100	246	633	638	0	566	1458
"2g80.A"	"YEL038W"	100	225	225	0	0	0	225	100	1	225	225	100	100	3	227	228	2e-166	461	1185
"2ga5.A"	"YDL120W"	99.19	122	123	1	0	0	123	100	1	123	123	100	100	52	174	175	2e-87	254	648
"2ga8.A"	"YFR007W"	92.05	324	352	1	5	27	324	92.05	1	325	326	99	99	2	353	354	0	635	1637
"2ggp.A"	"YNL259C"	100	73	73	0	0	0	73	100	1	73	73	100	100	1	73	74	8e-49	150	378
"2ggp.B"	"YDR270W"	100	71	71	0	0	0	71	100	2	72	72	99	99	2	72	1005	2e-43	149	375
"2grg.A"	"YNR034W-A"	100	98	98	0	0	0	98	100	1	98	98	100	100	1	98	99	7e-68	200	508
"2guz.O"	"YLR008C"	100	70	70	0	0	0	70	100	2	71	71	99	99	99	168	169	7e-45	142	359
"2guz.P"	"YJL104W"	98.46	64	65	1	0	0	65	100	1	65	65	100	100	53	117	150	7e-43	137	344
"2h0r.G"	"YGL037C"	100	216	216	0	0	0	216	100	1	216	216	100	100	1	216	217	1e-161	447	1151
"2h53.X"	"YBR072W"	41.98	34	81	42	4	5	49	60.49	18	93	93	82	82	110	190	215	3e-07	44.7	104
"2hes.X"	"YDR267C"	95.06	308	324	0	3	16	308	95.06	1	308	308	100	100	3	326	331	0	603	1554
"2hjn.A"	"YIL106W"	86.27	201	233	0	8	32	201	86.27	1	201	201	100	100	81	313	315	9e-132	375	962
"2hqm.B"	"YPL091W"	99.78	461	462	0	1	1	461	99.78	1	461	461	100	100	22	483	484	0	933	2411
"2hra.A"	"YGL245W"	100	180	180	0	0	0	180	100	1	180	180	100	100	1	180	709	5e-122	362	929
"2hsn.A"	"YGR264C"	100	160	160	0	0	0	160	100	1	160	160	100	100	1	160	752	6e-107	323	828
"2hsy.A"	"YGR209C"	100	104	104	0	0	0	104	100	1	104	104	100	100	1	104	105	3e-72	212	539
"2i5k.B"	"YKL035W"	97.08	466	480	0	2	14	466	97.08	1	466	466	100	100	20	499	500	0	943	2437
"2i7x.A"	"YLR115W"	96.45	407	422	0	2	15	407	96.45	1	407	499	100	82	1	422	860	0	833	2151
"2if8.B"	"YDR173C"	75.23	249	331	5	3	77	249	75.23	1	254	256	99	99	25	355	356	3e-167	469	1206
"2ik0.B"	"YBR011C"	99.3	284	286	2	0	0	285	99.65	1	286	286	100	100	2	287	288	0	580	1495
"2iwh.B"	"YLR249W"	99.8	975	977	2	0	0	976	99.9	5	981	981	99	99	2	978	1045	0	2024	5244
"2ixn.A"	"YPL152W"	98.32	292	297	0	1	5	292	98.32	1	292	292	100	100	3	299	359	0	598	1542
"2ixp.C"	"YIL153W"	100	316	316	0	0	0	316	100	1	316	316	100	100	2	317	394	0	664	1712
"2j04.A"	"YPL007C"	100	587	587	0	0	0	587	100	1	587	587	100	100	2	588	589	0	1212	3136
"2j04.B"	"YDR362C"	92.32	469	508	0	4	39	469	92.32	1	469	472	99	99	165	672	673	0	949	2453
"2j16.B"	"YIL113W"	100	144	144	0	0	0	144	100	1	144	144	100	100	54	197	210	8e-104	297	761
"2j49.A"	"YBR198C"	100	134	134	0	0	0	134	100	1	134	134	100	100	149	282	799	4e-90	279	713
"2j8a.A"	"YHR119W"	95	114	120	0	1	6	114	95	1	114	114	100	100	247	366	1081	2e-71	229	585
"2jcw.A"	"YJR104C"	100	153	153	0	0	0	153	100	1	153	153	100	100	2	154	155	7e-109	308	790
"2jky.A"	"YDR399W"	98.57	207	210	0	1	3	207	98.57	1	207	207	100	100	5	214	222	2e-143	401	1031
"2jmj.A"	"YOR064C"	100	60	60	0	0	0	60	100	1	60	60	100	100	153	212	220	6e-42	136	342
"2jps.A"	"YGL122C"	100	105	105	0	0	0	105	100	1	105	105	100	100	1	105	526	8e-67	211	536
"2jqq.A"	"YGR120C"	100	154	154	0	0	0	154	100	1	154	154	100	100	109	262	263	5e-107	308	789
"2ju0.B"	"YNL267W"	100	52	52	0	0	0	52	100	1	52	52	100	100	121	172	1067	6e-29	107	266
"2jvb.A"	"YNL118C"	100	146	146	0	0	0	146	100	1	146	146	100	100	100	245	971	2e-100	310	795
"2jxn.A"	"YMR074C"	98.28	114	116	2	0	0	114	98.28	1	116	116	100	100	1	116	146	7e-79	230	587
"2jyn.A"	"YPL225W"	100	146	146	0	0	0	146	100	1	146	146	100	100	1	146	147	8e-105	298	762
"2k3x.A"	"YPR023C"	100	113	113	0	0	0	113	100	1	113	115	98	98	1	113	402	6e-81	244	623
"2k5u.A"	"YDL192W"	100	180	180	0	0	0	180	100	1	180	180	100	100	2	181	182	8e-133	372	954
"2k9p.A"	"YFL026W"	95	76	80	4	0	0	79	98.75	1	80	80	100	100	31	110	432	5e-47	155	392
"2kkm.A"	"YOR252W"	100	141	141	0	0	0	141	100	1	141	141	100	100	38	178	179	7e-102	291	745
"2km1.A"	"YKR071C"	100	117	117	0	0	0	117	100	1	117	117	100	100	4	120	349	2e-80	241	616
"2km8.C"	"YOL123W"	100	167	167	0	0	0	167	100	1	167	167	100	100	156	322	535	6e-120	351	900
"2kq7.A"	"YBL078C"	100	117	117	0	0	0	117	100	3	119	119	98	98	1	117	118	6e-83	240	612
"2ks6.A"	"YGL047W"	100	201	201	0	0	0	201	100	1	201	201	100	100	2	202	203	1e-149	416	1069
"2kzb.A"	"YOL082W"	100	114	114	0	0	0	114	100	1	114	114	100	100	254	367	416	2e-79	241	615
"2kzk.A"	"YOL083W"	100	103	103	0	0	0	103	100	1	103	103	100	100	246	348	413	2e-69	214	546
"2l41.A"	"YPL190C"	100	77	77	0	0	0	77	100	1	77	77	100	100	328	404	803	8e-49	163	413
"2l5a.A"	"YDL139C"	61.18	93	152	35	4	24	108	71.05	35	164	225	58	58	24	173	224	5e-50	164	414
"2l6j.A"	"YCR060W"	100	111	111	0	0	0	111	100	1	111	111	100	100	1	111	112	6e-79	229	584
"2l9b.B"	"YMR061W"	100	40	40	0	0	0	40	100	1	40	40	100	100	630	669	678	9e-21	82.8	203
"2lbx.A"	"YDL208W"	100	121	121	0	0	0	121	100	1	121	121	100	100	36	156	157	6e-81	236	603
"2lcs.A"	"YDR162C"	100	63	63	0	0	0	63	100	3	65	67	94	94	110	172	237	6e-41	134	337
"2lhi.A"	"YBR109C"	100	146	146	0	0	0	146	100	2	147	176	83	83	2	147	148	3e-100	288	736
"2li6.A"	"YPL016W"	100	116	116	0	0	0	116	100	1	116	116	100	100	390	505	1315	2e-76	245	625
"2lli.A"	"YDL175C"	100	124	124	0	0	0	124	100	1	124	124	100	100	57	180	345	6e-90	266	680
"2lm4.A"	"YOL071W"	100	98	98	0	0	0	98	100	12	109	109	90	90	55	152	163	7e-66	198	503
"2ltl.A"	"YKL040C"	98.18	108	110	2	0	0	110	100	10	119	119	92	92	15	124	257	3e-75	225	574
"2luh.B"	"YDR486C"	100	59	59	0	0	0	59	100	1	59	59	100	100	128	186	230	3e-33	114	284
"2m6m.A"	"YIL030C"	100	83	83	0	0	0	83	100	1	83	83	100	100	19	101	1320	8e-59	194	492
"2m80.A"	"YLR364W"	100	109	109	0	0	0	109	100	1	109	109	100	100	1	109	110	8e-79	229	583
"2m88.A"	"YNL251C"	100	185	185	0	0	0	185	100	1	185	185	100	100	307	491	576	2e-136	395	1015
"2m9v.A"	"YIL009C-A"	99.41	168	169	1	0	0	168	99.41	2	170	170	99	99	13	181	182	5e-124	349	895
"2mje.A"	"YPL252C"	100	115	115	0	0	0	115	100	1	115	115	100	100	58	172	173	4e-83	242	618
"2mjf.A"	"YPL193W"	100	36	36	0	0	0	36	100	5	40	40	90	90	317	352	382	1e-17	72.8	177
"2mjf.B"	"YJR055W"	100	95	95	0	0	0	95	100	1	95	95	100	100	70	164	165	1e-64	194	493
"2my2.B"	"YGL174W"	100	41	41	0	0	0	41	100	1	41	41	100	100	215	255	267	4e-26	94.7	234
"2my3.A"	"YIR005W"	97.44	114	117	3	0	0	115	98.29	2	118	118	99	99	22	138	149	1e-79	233	593
"2myx.A"	"YMR264W"	100	71	71	0	0	0	71	100	5	75	75	95	95	45	115	204	3e-47	150	378
"2mzj.A"	"YDL213C"	100	82	82	0	0	0	82	100	1	82	82	100	100	75	156	226	6e-55	171	432
"2mzq.A"	"YCL011C"	100	99	99	0	0	0	99	100	3	101	101	98	98	329	427	428	6e-68	211	536
"2mzt.A"	"YNL004W"	100	98	98	0	0	0	98	100	3	100	100	98	98	357	454	455	4e-64	201	512
"2n94.A"	"YHR040W"	100	45	45	0	0	0	45	100	4	48	48	94	94	1	45	367	7e-27	98.2	243
"2noq.G"	"YPL220W"	100	213	213	0	0	0	213	100	1	213	213	100	100	4	216	218	8e-156	432	1112
"2noq.H"	"YPR102C"	100	165	165	0	0	0	165	100	1	165	165	100	100	7	171	175	2e-121	342	876
"2o0a.A"	"YPL253C"	92.73	268	289	1	4	20	269	93.08	2	270	270	99	99	352	640	648	0	528	1360
"2oaj.A"	"YBL106C"	54.74	491	897	382	5	24	657	73.24	2	875	875	99	99	29	924	1011	0	1021	2641
"2ocy.B"	"YNL272C"	97.3	144	148	2	2	2	146	98.65	1	146	146	100	100	15	162	760	2e-77	245	625
"2odx.A"	"YGL187C"	100	54	54	0	0	0	54	100	1	54	54	100	100	94	147	156	3e-36	119	299
"2oe3.A"	"YCR083W"	100	106	106	0	0	0	106	100	1	106	106	100	100	22	127	128	6e-76	222	565
"2one.B"	"YGR254W"	99.77	435	436	1	0	0	436	100	1	436	436	100	100	2	437	438	0	885	2287
"2oq2.B"	"YPR167C"	97.3	252	259	0	1	7	252	97.3	1	252	252	100	100	1	259	262	0	520	1340
"2osr.A"	"YDR432W"	100	87	87	0	0	0	87	100	1	87	87	100	100	194	280	415	2e-53	172	436
"2p22.A"	"YCL008C"	100	168	168	0	0	0	168	100	1	168	168	100	100	218	385	386	4e-121	349	895
"2p22.C"	"YLR119W"	96.35	185	192	1	1	6	185	96.35	1	186	186	100	100	22	213	214	4e-133	374	960
"2p22.D"	"YGR206W"	100	78	78	0	0	0	78	100	2	79	79	99	99	4	81	102	1e-54	166	419
"2p4q.A"	"YHR183W"	100	476	476	0	0	0	476	100	1	476	476	100	100	1	476	490	0	985	2546
"2p6e.C"	"YLR195C"	98.67	446	452	0	1	6	446	98.67	1	446	446	100	100	4	455	456	0	880	2274
"2pjw.H"	"YHL002W"	95.35	82	86	0	4	4	82	95.35	3	84	84	98	98	290	375	453	2e-45	151	382
"2pjw.V"	"YNR006W"	95.6	87	91	0	4	4	87	95.6	1	87	87	100	100	348	438	623	3e-46	155	392
"2pk9.D"	"YOL001W"	93.19	219	235	0	2	16	219	93.19	1	219	219	100	100	16	250	294	3e-156	437	1123
"2pqr.D"	"YKR036C"	100	45	45	0	0	0	45	100	1	45	45	100	100	78	122	644	7e-26	97.4	241
"2ps1.B"	"YML106W"	100	224	224	0	0	0	224	100	1	224	224	100	100	3	226	227	3e-162	450	1157
"2q6q.B"	"YKL042W"	100	65	65	0	0	0	65	100	1	65	65	100	100	67	131	364	1e-36	125	315
"2qb8.B"	"YHR201C"	98.73	389	394	0	1	5	389	98.73	1	389	389	100	100	4	397	398	0	788	2036
"2qfw.D"	"YDL066W"	100	412	412	0	0	0	412	100	1	412	412	100	100	16	427	429	0	855	2209
"2qiy.A"	"YNR051C"	95.04	134	141	0	2	7	134	95.04	1	134	134	100	100	3	143	516	1e-92	279	713
"2qjl.A"	"YIL008W"	100	99	99	0	0	0	99	100	1	99	99	100	100	1	99	100	3e-66	196	498
"2qjx.A"	"YER016W"	98.29	115	117	0	2	2	115	98.29	1	115	115	100	100	8	124	345	8e-81	242	618
"2qlt.A"	"YIL053W"	100	250	250	0	0	0	250	100	2	251	251	99	99	1	250	251	0	511	1315
"2qsf.X"	"YEL037C"	73.76	104	141	0	1	37	104	73.76	1	104	104	100	100	255	395	399	2e-63	198	504
"2qsh.A"	"YER162C"	98.24	501	510	1	1	8	501	98.24	1	502	502	100	100	123	632	755	0	1045	2703
"2qx5.B"	"YFR002W"	89.18	569	638	0	5	69	569	89.18	1	569	569	100	100	200	837	840	0	1119	2894
"2qxl.A"	"YPL106C"	93.59	613	655	4	3	38	615	93.89	1	617	617	100	100	3	657	694	0	1232	3187
"2r10.B"	"YKR008W"	99.66	297	298	0	1	1	297	99.66	1	297	297	100	100	18	315	626	0	599	1545
"2r25.A"	"YDL235C"	100	166	166	0	0	0	166	100	1	166	166	100	100	2	167	168	6e-119	335	859
"2r25.B"	"YIL147C"	100	133	133	0	0	0	133	100	1	133	133	100	100	1086	1218	1221	9e-89	280	715
"2rf4.B"	"YDR156W"	70.93	61	86	0	1	25	61	70.93	1	61	61	100	100	16	101	138	6e-34	113	283
"2rvh.A"	"YNL244C"	100	108	108	0	0	0	108	100	1	108	108	100	100	1	108	109	5e-77	224	571
"2ucz.A"	"YMR022W"	100	164	164	0	0	0	164	100	1	164	164	100	100	2	165	166	7e-119	335	859
"2v0p.A"	"YMR028W"	92.27	215	233	0	5	18	215	92.27	1	215	215	100	100	2	234	367	8e-141	400	1029
"2v3m.E"	"YNL124W"	98.02	99	101	0	2	2	99	98.02	1	99	99	100	100	120	220	493	2e-57	185	469
"2v6x.B"	"YKL002W"	74	37	50	2	2	11	37	74	1	39	39	100	100	182	231	233	3e-15	64.7	156
"2vdu.D"	"YDR165W"	86.44	376	435	0	2	59	376	86.44	1	376	376	100	100	2	436	445	0	739	1908
"2vdv.F"	"YDL201W"	94.71	215	227	0	4	12	215	94.71	1	215	215	100	100	60	286	287	5e-155	434	1115
"2vkn.A"	"YER118C"	100	66	66	0	0	0	66	100	1	66	66	100	100	299	364	368	7e-42	140	352
"2vpv.A"	"YKL089W"	100	94	94	0	0	0	94	100	1	94	94	100	100	437	530	550	5e-61	195	496
"2vsx.E"	"YGR162W"	86.33	240	278	0	4	38	240	86.33	1	240	240	100	100	576	853	953	3e-163	478	1231
"2w61.A"	"YLR343W"	97.71	469	480	1	2	10	470	97.92	1	470	470	100	100	27	506	556	0	967	2499
"2w93.D"	"YLR044C"	99.29	558	562	4	0	0	561	99.82	1	562	562	100	100	2	563	564	0	1159	2997
"2wsi.A"	"YDL045C"	93.75	285	304	0	4	19	285	93.75	1	285	285	100	100	1	304	307	0	551	1420
"2wwa.A"	"YBR283C"	100	490	490	0	0	0	490	100	1	490	490	100	100	1	490	491	0	975	2520
"2wwa.B"	"YDR086C"	100	60	60	0	0	0	60	100	1	60	60	100	100	21	80	81	9e-37	119	297
"2wwa.C"	"YER019C-A"	100	21	21	0	0	0	21	100	1	21	21	100	100	58	78	89	2e-07	40.8	94
"2wwa.I"	"YKL180W"	100	153	153	0	0	0	153	100	1	153	153	100	100	1	153	185	8e-112	317	813
"2wwa.L"	"YLR344W"	100	127	127	0	0	0	127	100	1	127	127	100	100	1	127	128	6e-87	251	640
"2wwa.O"	"YJL189W"	100	37	37	0	0	0	37	100	1	37	37	100	100	1	37	52	3e-20	75.1	183
"2x19.B"	"YOR160W"	21.52	212	985	629	40	144	408	41.42	3	877	885	99	99	3	953	973	3e-23	104	259
"2x1f.A"	"YGL044C"	93.62	88	94	6	0	0	89	94.68	1	94	94	100	100	16	109	297	1e-60	188	477
"2x7n.D"	"YGL031C"	100	56	56	0	0	0	56	100	1	56	56	100	100	1	56	156	2e-36	120	300
"2xgj.A"	"YJL050W"	96.88	963	994	1	1	30	964	96.98	1	964	964	100	100	80	1073	1074	0	1953	5059
"2xjr.A"	"YHR211W"	100	249	249	0	0	0	249	100	9	257	257	97	97	23	271	1076	0	539	1388
"2xpy.A"	"YNL045W"	99.37	628	632	0	1	4	628	99.37	1	628	628	100	100	40	671	672	0	1302	3370
"2xzl.A"	"YMR080C"	95.58	756	791	0	6	35	756	95.58	1	756	756	100	100	60	850	972	0	1540	3986
"2y6v.C"	"YOR084W"	96.62	372	385	0	6	13	372	96.62	1	372	372	100	100	3	387	388	0	744	1921
"2y9m.A"	"YGR133W"	99.39	164	165	1	0	0	165	100	2	166	166	99	99	15	179	184	2e-120	340	871
"2y9p.B"	"YAL055W"	100	124	124	0	0	0	124	100	1	124	124	100	100	57	180	181	2e-89	259	661
"2y9z.A"	"YBR245C"	100	287	287	0	0	0	287	100	1	287	287	100	100	789	1075	1130	0	595	1533
"2y9z.B"	"YFR013W"	96.42	593	615	2	1	20	594	96.59	1	595	595	100	100	134	748	788	0	1200	3105
"2yma.A"	"YDR057W"	100	134	134	0	0	0	134	100	2	135	135	99	99	266	399	543	2e-93	281	719
"2yn0.A"	"YOR110W"	96.12	248	258	0	1	10	248	96.12	1	248	248	100	100	3	260	436	0	518	1333
"2yn2.A"	"YNL108C"	96.95	254	262	0	1	8	254	96.95	1	254	254	100	100	2	263	271	2e-179	496	1278
"2z5b.A"	"YPL144W"	84.35	124	147	3	3	20	125	85.03	1	127	127	100	100	1	147	149	1e-78	231	588
"2z5b.B"	"YLR021W"	74.16	132	178	0	4	46	132	74.16	1	132	132	100	100	1	178	180	2e-82	242	617
"2zii.D"	"YDR372C"	100	283	283	0	0	0	283	100	1	283	283	100	100	62	344	346	0	575	1482
"2zwa.B"	"YOL141W"	98.99	683	690	0	2	7	683	98.99	1	683	683	100	100	4	693	696	0	1405	3638
"2zxt.A"	"YKL195W"	98.61	71	72	1	0	0	71	98.61	380	451	451	16	16	282	353	404	1e-48	172	435
"3a58.F"	"YPR165W"	99.45	180	181	1	0	0	180	99.45	1	181	181	100	100	7	187	210	2e-132	371	953
"3a7p.A"	"YMR159C"	97.73	86	88	2	0	0	86	97.73	1	88	88	100	100	55	142	151	7e-54	166	419
"3acp.A"	"YGL004C"	100	417	417	0	0	0	417	100	1	417	417	100	100	1	417	418	0	863	2230
"3afo.A"	"YPL188W"	94.24	360	382	0	2	22	360	94.24	1	360	360	100	100	27	408	415	0	722	1864
"3aj7.A"	"YGR287C"	100	586	586	0	0	0	586	100	1	586	586	100	100	4	589	590	0	1216	3145
"3b46.B"	"YJL060W"	99.06	423	427	1	2	3	424	99.3	1	424	424	100	100	18	444	445	0	841	2172
"3b54.B"	"YKL067W"	95.39	145	152	0	1	7	145	95.39	1	145	145	100	100	2	153	154	2e-102	292	747
"3b5n.A"	"YAL030W"	100	60	60	0	0	0	60	100	2	61	61	98	98	27	86	118	4e-38	123	309
"3b5n.C"	"YGR009C"	100	67	67	0	0	0	67	100	3	69	70	96	96	433	499	652	4e-40	137	346
"3b7q.B"	"YKL091C"	100	307	307	0	0	0	307	100	1	307	307	100	100	3	309	311	0	635	1638
"3b8a.X"	"YGL253W"	76.69	362	472	108	2	2	420	88.98	1	470	470	100	100	15	486	487	0	744	1920
"3bcy.A"	"YER067W"	99.32	145	146	0	1	1	145	99.32	1	145	145	100	100	16	161	162	6e-103	293	751
"3bit.A"	"YGL207W"	99.1	442	446	0	4	4	442	99.1	1	442	442	100	100	2	447	1036	0	881	2276
"3blv.E"	"YNL037C"	96.84	337	348	0	7	11	337	96.84	1	337	337	100	100	12	359	361	0	651	1679
"3blw.P"	"YOR136W"	98.86	347	351	0	1	4	347	98.86	1	347	347	100	100	19	369	370	0	701	1809
"3bq3.A"	"YLR128W"	95.35	246	258	0	5	12	246	95.35	1	246	246	100	100	12	269	270	1e-174	484	1245
"3bts.A"	"YML051W"	90.76	383	422	1	4	38	383	90.76	1	384	384	100	100	14	435	436	0	756	1953
"3bw1.B"	"YLR438C-A"	94.38	84	89	0	1	5	84	94.38	3	86	86	98	98	1	89	90	4e-54	164	416
"3bwt.A"	"YGL014W"	100	333	333	0	0	0	333	100	1	333	333	100	100	554	886	889	0	698	1802
"3by4.A"	"YFL044C"	100	172	172	0	0	0	172	100	1	172	172	100	100	92	263	302	2e-124	354	909
"3c1r.A"	"YCL035C"	100	109	109	0	0	0	109	100	2	110	110	99	99	1	109	111	8e-77	224	570
"3c2r.B"	"YFR047C"	90.82	267	294	0	2	27	267	90.82	1	267	267	100	100	2	295	296	0	535	1378
"3c66.A"	"YKR002W"	99.81	523	524	0	1	1	523	99.81	1	523	529	99	99	3	526	569	0	1083	2801
"3c66.C"	"YJR093C"	100	24	24	0	0	0	24	100	1	24	24	100	100	80	103	328	7e-10	50.1	118
"3c7n.B"	"YJR045C"	54.3	297	547	233	9	17	394	72.03	1	539	540	99	99	29	566	655	0	567	1462
"3cjh.B"	"YJR135W-A"	100	59	59	0	0	0	59	100	1	59	59	100	100	28	86	88	4e-37	120	300
"3cjh.I"	"YGR181W"	100	54	54	0	0	0	54	100	1	54	54	100	100	46	99	106	1e-35	116	290
"3cmi.A"	"YIR037W"	88.82	143	161	0	1	18	143	88.82	1	143	143	100	100	2	162	164	3e-96	276	707
"3cnt.A"	"YMR020W"	97.62	492	504	0	2	12	492	97.62	1	492	497	99	99	5	508	509	0	1016	2626
"3cph.A"	"YFL005W"	100	175	175	0	0	0	175	100	1	175	175	100	100	20	194	216	2e-126	356	914
"3cq0.A"	"YGR043C"	99.07	319	322	0	1	3	319	99.07	1	319	325	98	98	12	333	334	0	650	1676
"3csk.A"	"YOL057W"	99.72	708	710	2	0	0	708	99.72	1	710	710	100	100	2	711	712	0	1466	3795
"3cxh.W"	"YEL039C"	99.11	111	112	0	1	1	111	99.11	1	111	111	100	100	2	113	114	1e-78	228	582
"3d1p.A"	"YOR285W"	98.33	118	120	0	2	2	118	98.33	1	118	118	100	100	20	139	140	8e-81	235	600
"3d4m.A"	"YDR513W"	100	109	109	0	0	0	109	100	1	109	109	100	100	35	143	144	1e-76	224	572
"3d6i.A"	"YDR098C"	97.32	109	112	0	2	3	109	97.32	1	109	109	100	100	2	113	251	3e-70	212	539
